Years,Months,Dates,Hours,TotalHeating
2017,2,27,9,535.4
2017,2,27,10,511.6
2017,2,27,11,495
2017,2,27,12,485
2017,2,27,13,464.5
2017,2,27,14,469.1
2017,2,27,15,467
2017,2,27,16,464.2
2017,2,27,17,470
2017,2,27,18,473.3
2017,2,27,19,484.3
2017,2,27,20,475.3
2017,2,27,21,456.2
2017,2,27,22,449.7
2017,2,27,23,441.7
2017,2,28,0,428.3
2017,2,28,1,419.9
2017,2,28,2,421.3
2017,2,28,3,426.9
2017,2,28,4,434.2
2017,2,28,5,454.7
2017,2,28,6,498
2017,2,28,7,586.3
2017,2,28,8,606.7
2017,2,28,9,564.7
2017,2,28,10,517.1
2017,2,28,11,478.7
2017,2,28,12,476.2
2017,2,28,13,469.4
2017,2,28,14,477.4
2017,2,28,15,473.8
2017,2,28,16,463.7
2017,2,28,17,476
2017,2,28,18,500.8
2017,2,28,19,532.5
2017,2,28,20,538.4
2017,2,28,21,516.2
2017,2,28,22,508.3
2017,2,28,23,498.6
2017,3,1,0,488.9
2017,3,1,1,489.3
2017,3,1,2,501.3
2017,3,1,3,508.1
2017,3,1,4,511.6
2017,3,1,5,509.6
2017,3,1,6,533.3
2017,3,1,7,601.2
2017,3,1,8,620.8
2017,3,1,9,584.9
2017,3,1,10,523
2017,3,1,11,481.3
2017,3,1,12,468.2
2017,3,1,13,460
2017,3,1,14,447.6
2017,3,1,15,485.8
2017,3,1,16,467.7
2017,3,1,17,456.7
2017,3,1,18,484.1
2017,3,1,19,520.6
2017,3,1,20,525.8
2017,3,1,21,510.1
2017,3,1,22,500
2017,3,1,23,495
2017,3,2,0,475.6
2017,3,2,1,462.2
2017,3,2,2,468.4
2017,3,2,3,485
2017,3,2,4,501.8
2017,3,2,5,521.2
2017,3,2,6,554.1
2017,3,2,7,626.4
2017,3,2,8,649.3
2017,3,2,9,600.9
2017,3,2,10,577.2
2017,3,2,11,553.2
2017,3,2,12,507.2
2017,3,2,13,479.5
2017,3,2,14,456.3
2017,3,2,15,457.5
2017,3,2,16,437.6
2017,3,2,17,461.9
2017,3,2,18,487
2017,3,2,19,526.7
2017,3,2,20,521.2
2017,3,2,21,497.3
2017,3,2,22,491.7
2017,3,2,23,479.2
2017,3,3,0,466.3
2017,3,3,1,459.5
2017,3,3,2,466.6
2017,3,3,3,473.2
2017,3,3,4,482.7
2017,3,3,5,503
2017,3,3,6,536.2
2017,3,3,7,602.3
2017,3,3,8,620.6
2017,3,3,9,579.7
2017,3,3,10,551.7
2017,3,3,11,510.5
2017,3,3,12,505.3
2017,3,3,13,493.7
2017,3,3,14,488.5
2017,3,3,15,483.5
2017,3,3,16,489.9
2017,3,3,17,493.4
2017,3,3,18,498.5
2017,3,3,19,501.9
2017,3,3,20,490.9
2017,3,3,21,476.3
2017,3,3,22,477.2
2017,3,3,23,473.6
2017,3,4,0,467.5
2017,3,4,1,470.4
2017,3,4,2,471.6
2017,3,4,3,470.7
2017,3,4,4,471.1
2017,3,4,5,475.4
2017,3,4,6,487.4
2017,3,4,7,501.4
2017,3,4,8,516.9
2017,3,4,9,547.3
2017,3,4,10,562.7
2017,3,4,11,559.1
2017,3,4,12,542.2
2017,3,4,13,505.2
2017,3,4,14,482.8
2017,3,4,15,484.6
2017,3,4,16,495.9
2017,3,4,17,505.9
2017,3,4,18,518.3
2017,3,4,19,520.2
2017,3,4,20,506.8
2017,3,4,21,492.8
2017,3,4,22,480.5
2017,3,4,23,474.3
2017,3,5,0,470.4
2017,3,5,1,467.9
2017,3,5,2,467.2
2017,3,5,3,470
2017,3,5,4,477.7
2017,3,5,5,488.3
2017,3,5,6,498.9
2017,3,5,7,512.7
2017,3,5,8,527.2
2017,3,5,9,555.6
2017,3,5,10,570.5
2017,3,5,11,576.1
2017,3,5,12,569.9
2017,3,5,13,563.7
2017,3,5,14,555.4
2017,3,5,15,546.4
2017,3,5,16,517.7
2017,3,5,17,515.7
2017,3,5,18,523.5
2017,3,5,19,531.9
2017,3,5,20,529
2017,3,5,21,514.8
2017,3,5,22,504.2
2017,3,5,23,489.1
2017,3,6,0,476.5
2017,3,6,1,479.5
2017,3,6,2,488.8
2017,3,6,3,500.3
2017,3,6,4,513
2017,3,6,5,533.7
2017,3,6,6,571.9
2017,3,6,7,652.9
2017,3,6,8,681.6
2017,3,6,9,657.3
2017,3,6,10,641.8
2017,3,6,11,627.5
2017,3,6,12,623.3
2017,3,6,13,610.8
2017,3,6,14,611.5
2017,3,6,15,614.6
2017,3,6,16,622.4
2017,3,6,17,628.8
2017,3,6,18,631.6
2017,3,6,19,633.9
2017,3,6,20,626.8
2017,3,6,21,606
2017,3,6,22,589
2017,3,6,23,582
2017,3,7,0,568.4
2017,3,7,1,565
2017,3,7,2,569.1
2017,3,7,3,577.7
2017,3,7,4,589.4
2017,3,7,5,606.1
2017,3,7,6,640.3
2017,3,7,7,715.9
2017,3,7,8,747.7
2017,3,7,9,715.5
2017,3,7,10,686.3
2017,3,7,11,671
2017,3,7,12,656.9
2017,3,7,13,649.2
2017,3,7,14,643
2017,3,7,15,646.3
2017,3,7,16,643.1
2017,3,7,17,642
2017,3,7,18,656.9
2017,3,7,19,671.3
2017,3,7,20,665.5
2017,3,7,21,636.8
2017,3,7,22,619.5
2017,3,7,23,605.6
2017,3,8,0,589.3
2017,3,8,1,589.9
2017,3,8,2,608.8
2017,3,8,3,623.8
2017,3,8,4,638.3
2017,3,8,5,666.7
2017,3,8,6,702
2017,3,8,7,780.1
2017,3,8,8,807.8
2017,3,8,9,758
2017,3,8,10,706.3
2017,3,8,11,648.2
2017,3,8,12,614.3
2017,3,8,13,613.6
2017,3,8,14,606.5
2017,3,8,15,621.3
2017,3,8,16,635.6
2017,3,8,17,630.1
2017,3,8,18,621.8
2017,3,8,19,618.5
2017,3,8,20,601.4
2017,3,8,21,572.8
2017,3,8,22,553.7
2017,3,8,23,536.2
2017,3,9,0,514.6
2017,3,9,1,503.3
2017,3,9,2,501
2017,3,9,3,509.8
2017,3,9,4,528.8
2017,3,9,5,550.6
2017,3,9,6,588.5
2017,3,9,7,663.4
2017,3,9,8,677.2
2017,3,9,9,612.3
2017,3,9,10,552.1
2017,3,9,11,501.9
2017,3,9,12,477.4
2017,3,9,13,452.4
2017,3,9,14,439.5
2017,3,9,15,445.2
2017,3,9,16,455.6
2017,3,9,17,491.9
2017,3,9,18,514.3
2017,3,9,19,522.7
2017,3,9,20,512.9
2017,3,9,21,491.7
2017,3,9,22,487.7
2017,3,9,23,479.1
2017,3,10,0,464
2017,3,10,1,454.4
2017,3,10,2,457.9
2017,3,10,3,466.8
2017,3,10,4,480.6
2017,3,10,5,500.3
2017,3,10,6,535.6
2017,3,10,7,608.8
2017,3,10,8,627.7
2017,3,10,9,565.1
2017,3,10,10,511
2017,3,10,11,460.9
2017,3,10,12,434.1
2017,3,10,13,417.2
2017,3,10,14,397.9
2017,3,10,15,397.4
2017,3,10,16,413.6
2017,3,10,17,415.7
2017,3,10,18,436.5
2017,3,10,19,468.2
2017,3,10,20,473.4
2017,3,10,21,466.9
2017,3,10,22,460.8
2017,3,10,23,455.4
2017,3,11,0,443.9
2017,3,11,1,435.7
2017,3,11,2,432
2017,3,11,3,437.2
2017,3,11,4,444.3
2017,3,11,5,454.1
2017,3,11,6,468.3
2017,3,11,7,486.4
2017,3,11,8,511
2017,3,11,9,526.9
2017,3,11,10,508.5
2017,3,11,11,475.4
2017,3,11,12,464.5
2017,3,11,13,449
2017,3,11,14,448.2
2017,3,11,15,443.5
2017,3,11,16,452
2017,3,11,17,470.5
2017,3,11,18,495.1
2017,3,11,19,512.8
2017,3,11,20,510.4
2017,3,11,21,496.7
2017,3,11,22,488.3
2017,3,11,23,480.4
2017,3,12,0,474.9
2017,3,12,1,476.7
2017,3,12,2,480.5
2017,3,12,3,488.3
2017,3,12,4,487.7
2017,3,12,5,491.4
2017,3,12,6,503.4
2017,3,12,7,524.3
2017,3,12,8,543.6
2017,3,12,9,566.5
2017,3,12,10,575.8
2017,3,12,11,562
2017,3,12,12,525
2017,3,12,13,497.2
2017,3,12,14,475.8
2017,3,12,15,468.1
2017,3,12,16,462.9
2017,3,12,17,486.3
2017,3,12,18,514.6
2017,3,12,19,536.3
2017,3,12,20,540.7
2017,3,12,21,526.3
2017,3,12,22,522.4
2017,3,12,23,515.9
2017,3,13,0,503.4
2017,3,13,1,499.1
2017,3,13,2,504.5
2017,3,13,3,515.8
2017,3,13,4,522.6
2017,3,13,5,534.5
2017,3,13,6,567
2017,3,13,7,625.9
2017,3,13,8,660.5
2017,3,13,9,609
2017,3,13,10,583.8
2017,3,13,11,566.4
2017,3,13,12,562
2017,3,13,13,544.3
2017,3,13,14,512.5
2017,3,13,15,510
2017,3,13,16,519.3
2017,3,13,17,521.9
2017,3,13,18,519.9
2017,3,13,19,543.3
2017,3,13,20,533.8
2017,3,13,21,503.9
2017,3,13,22,487
2017,3,13,23,476
2017,3,14,0,458.2
2017,3,14,1,450
2017,3,14,2,452.3
2017,3,14,3,458.8
2017,3,14,4,469.8
2017,3,14,5,479.7
2017,3,14,6,512.8
2017,3,14,7,585.7
2017,3,14,8,599.3
2017,3,14,9,539.9
2017,3,14,10,482.3
2017,3,14,11,426.1
2017,3,14,12,404.4
2017,3,14,13,387.1
2017,3,14,14,375.8
2017,3,14,15,384.2
2017,3,14,16,410.9
2017,3,14,17,432.7
2017,3,14,18,447.6
2017,3,14,19,452.7
2017,3,14,20,453.8
2017,3,14,21,449.5
2017,3,14,22,450
2017,3,14,23,438.1
2017,3,15,0,424.6
2017,3,15,1,419
2017,3,15,2,427.9
2017,3,15,3,439
2017,3,15,4,455.8
2017,3,15,5,479.7
2017,3,15,6,521.5
2017,3,15,7,596.4
2017,3,15,8,596.7
2017,3,15,9,531.5
2017,3,15,10,482.2
2017,3,15,11,451.6
2017,3,15,12,423
2017,3,15,13,408.1
2017,3,15,14,396.7
2017,3,15,15,390
2017,3,15,16,389.6
2017,3,15,17,402.2
2017,3,15,18,425
2017,3,15,19,459.2
2017,3,15,20,466.3
2017,3,15,21,458.5
2017,3,15,22,451.8
2017,3,15,23,445.2
2017,3,16,0,434
2017,3,16,1,431.3
2017,3,16,2,433.7
2017,3,16,3,437.9
2017,3,16,4,440.8
2017,3,16,5,454.9
2017,3,16,6,485.7
2017,3,16,7,556.4
2017,3,16,8,562.3
2017,3,16,9,506
2017,3,16,10,448.9
2017,3,16,11,412.3
2017,3,16,12,374.6
2017,3,16,13,354.3
2017,3,16,14,328.5
2017,3,16,15,317.1
2017,3,16,16,313.8
2017,3,16,17,320.3
2017,3,16,18,349.6
2017,3,16,19,376.3
2017,3,16,20,385.4
2017,3,16,21,377.8
2017,3,16,22,370.9
2017,3,16,23,360.1
2017,3,17,0,348.3
2017,3,17,1,344.6
2017,3,17,2,348.1
2017,3,17,3,357.2
2017,3,17,4,379.2
2017,3,17,5,410.7
2017,3,17,6,450
2017,3,17,7,535.4
2017,3,17,8,544.1
2017,3,17,9,479.6
2017,3,17,10,439
2017,3,17,11,444.9
2017,3,17,12,415.8
2017,3,17,13,435.2
2017,3,17,14,435
2017,3,17,15,439.4
2017,3,17,16,442.5
2017,3,17,17,434.3
2017,3,17,18,433.8
2017,3,17,19,463.6
2017,3,17,20,472.5
2017,3,17,21,462.2
2017,3,17,22,457.8
2017,3,17,23,450.6
2017,3,18,0,436.3
2017,3,18,1,431.1
2017,3,18,2,429
2017,3,18,3,433.1
2017,3,18,4,435.7
2017,3,18,5,438.6
2017,3,18,6,451.6
2017,3,18,7,475.4
2017,3,18,8,513.4
2017,3,18,9,550.5
2017,3,18,10,547.2
2017,3,18,11,508.8
2017,3,18,12,461
2017,3,18,13,423.2
2017,3,18,14,401.9
2017,3,18,15,386
2017,3,18,16,383.8
2017,3,18,17,390.1
2017,3,18,18,414.7
2017,3,18,19,447.9
2017,3,18,20,464.1
2017,3,18,21,460.8
2017,3,18,22,458.8
2017,3,18,23,460.9
2017,3,19,0,462.2
2017,3,19,1,466.3
2017,3,19,2,470.6
2017,3,19,3,479.2
2017,3,19,4,490.9
2017,3,19,5,509
2017,3,19,6,522.3
2017,3,19,7,540.1
2017,3,19,8,554.1
2017,3,19,9,567.3
2017,3,19,10,563.7
2017,3,19,11,559.3
2017,3,19,12,546.2
2017,3,19,13,539.9
2017,3,19,14,550.1
2017,3,19,15,548.6
2017,3,19,16,545.8
2017,3,19,17,558.1
2017,3,19,18,565.6
2017,3,19,19,565.4
2017,3,19,20,553.2
2017,3,19,21,527.3
2017,3,19,22,506.5
2017,3,19,23,485.3
2017,3,20,0,460.9
2017,3,20,1,448.6
2017,3,20,2,451.9
2017,3,20,3,463.6
2017,3,20,4,477.6
2017,3,20,5,489.6
2017,3,20,6,521
2017,3,20,7,586.4
2017,3,20,8,585.8
2017,3,20,9,509
2017,3,20,10,472.1
2017,3,20,11,466.6
2017,3,20,12,449.4
2017,3,20,13,429.5
2017,3,20,14,407.4
2017,3,20,15,440.5
2017,3,20,16,462.7
2017,3,20,17,468
2017,3,20,18,464.3
2017,3,20,19,467.3
2017,3,20,20,453.8
2017,3,20,21,435.7
2017,3,20,22,426.7
2017,3,20,23,423.6
2017,3,21,0,410.4
2017,3,21,1,415.2
2017,3,21,2,431.1
2017,3,21,3,444.1
2017,3,21,4,455
2017,3,21,5,478.1
2017,3,21,6,520.3
2017,3,21,7,593.1
2017,3,21,8,580.5
2017,3,21,9,499.2
2017,3,21,10,439.6
2017,3,21,11,417
2017,3,21,12,404.8
2017,3,21,13,395.2
2017,3,21,14,428
2017,3,21,15,403.6
2017,3,21,16,400
2017,3,21,17,398.2
2017,3,21,18,434.2
2017,3,21,19,474.9
2017,3,21,20,492.1
2017,3,21,21,484.4
2017,3,21,22,478.3
2017,3,21,23,474.7
2017,3,22,0,459.4
2017,3,22,1,454.5
2017,3,22,2,459.1
2017,3,22,3,470
2017,3,22,4,484.6
2017,3,22,5,506.1
2017,3,22,6,548.7
2017,3,22,7,624.1
2017,3,22,8,612
2017,3,22,9,519.9
2017,3,22,10,463.1
2017,3,22,11,420.2
2017,3,22,12,387.5
2017,3,22,13,381.7
2017,3,22,14,385
2017,3,22,15,397.1
2017,3,22,16,397.9
2017,3,22,17,390.9
2017,3,22,18,392.1
2017,3,22,19,438.3
2017,3,22,20,460.9
2017,3,22,21,454.7
2017,3,22,22,449.3
2017,3,22,23,443.1
2017,3,23,0,432.8
2017,3,23,1,432.6
2017,3,23,2,443.2
2017,3,23,3,456.1
2017,3,23,4,476.9
2017,3,23,5,500.3
2017,3,23,6,541.9
2017,3,23,7,627.7
2017,3,23,8,630.2
2017,3,23,9,535.6
2017,3,23,10,457.5
2017,3,23,11,411.9
2017,3,23,12,385.3
2017,3,23,13,369.4
2017,3,23,14,353.5
2017,3,23,15,342.8
2017,3,23,16,337.9
2017,3,23,17,343.3
2017,3,23,18,377.2
2017,3,23,19,418.2
2017,3,23,20,439
2017,3,23,21,424.5
2017,3,23,22,422.7
2017,3,23,23,423.9
2017,3,24,0,414.1
2017,3,24,1,413.7
2017,3,24,2,426.2
2017,3,24,3,446.1
2017,3,24,4,465.8
2017,3,24,5,494
2017,3,24,6,542.8
2017,3,24,7,626.8
2017,3,24,8,618.7
2017,3,24,9,522.5
2017,3,24,10,469.8
2017,3,24,11,422.7
2017,3,24,12,393.1
2017,3,24,13,370.2
2017,3,24,14,348.4
2017,3,24,15,338.4
2017,3,24,16,341
2017,3,24,17,365.3
2017,3,24,18,396
2017,3,24,19,420.1
2017,3,24,20,431.2
2017,3,24,21,418.8
2017,3,24,22,411.3
2017,3,24,23,404.4
2017,3,25,0,399.9
2017,3,25,1,399.2
2017,3,25,2,402.5
2017,3,25,3,404.6
2017,3,25,4,412
2017,3,25,5,418.6
2017,3,25,6,429.6
2017,3,25,7,447.1
2017,3,25,8,457.1
2017,3,25,9,452
2017,3,25,10,432.2
2017,3,25,11,393.4
2017,3,25,12,361.2
2017,3,25,13,340.5
2017,3,25,14,324
2017,3,25,15,312.7
2017,3,25,16,315
2017,3,25,17,326.3
2017,3,25,18,350.9
2017,3,25,19,374.4
2017,3,25,20,389.4
2017,3,25,21,381.3
2017,3,25,22,374.6
2017,3,25,23,368.9
2017,3,26,0,358.3
2017,3,26,1,353.5
2017,3,26,2,176.8
2017,3,26,3,176.8
2017,3,26,4,357.1
2017,3,26,5,363.7
2017,3,26,6,383.3
2017,3,26,7,403.6
2017,3,26,8,426.6
2017,3,26,9,434.6
2017,3,26,10,419.9
2017,3,26,11,382.8
2017,3,26,12,359.9
2017,3,26,13,342.1
2017,3,26,14,321
2017,3,26,15,297.2
2017,3,26,16,281.4
2017,3,26,17,277.3
2017,3,26,18,281.3
2017,3,26,19,302.9
2017,3,26,20,331.6
2017,3,26,21,341
2017,3,26,22,338.8
2017,3,26,23,335.6
2017,3,27,0,330.4
2017,3,27,1,324.3
2017,3,27,2,322.8
2017,3,27,3,327.5
2017,3,27,4,336.2
2017,3,27,5,352.8
2017,3,27,6,385.9
2017,3,27,7,456
2017,3,27,8,492.4
2017,3,27,9,465.4
2017,3,27,10,432.6
2017,3,27,11,386.7
2017,3,27,12,336.4
2017,3,27,13,303.5
2017,3,27,14,283.9
2017,3,27,15,275.2
2017,3,27,16,263.9
2017,3,27,17,261.7
2017,3,27,18,268.2
2017,3,27,19,288.8
2017,3,27,20,316.4
2017,3,27,21,330.1
2017,3,27,22,333.5
2017,3,27,23,327.4
2017,3,28,0,308.7
2017,3,28,1,301
2017,3,28,2,302
2017,3,28,3,309.2
2017,3,28,4,315.7
2017,3,28,5,341.2
2017,3,28,6,378
2017,3,28,7,447
2017,3,28,8,471.9
2017,3,28,9,441.1
2017,3,28,10,415.8
2017,3,28,11,389.8
2017,3,28,12,360.6
2017,3,28,13,342.6
2017,3,28,14,319
2017,3,28,15,301
2017,3,28,16,300.7
2017,3,28,17,299.6
2017,3,28,18,304.4
2017,3,28,19,328.9
2017,3,28,20,345
2017,3,28,21,354.1
2017,3,28,22,352.9
2017,3,28,23,348.2
2017,3,29,0,337.1
2017,3,29,1,333.7
2017,3,29,2,340.3
2017,3,29,3,351.2
2017,3,29,4,361.9
2017,3,29,5,376.2
2017,3,29,6,403.2
2017,3,29,7,468.6
2017,3,29,8,497.6
2017,3,29,9,473.6
2017,3,29,10,452.8
2017,3,29,11,433.8
2017,3,29,12,421.5
2017,3,29,13,409
2017,3,29,14,407.5
2017,3,29,15,411.9
2017,3,29,16,405.2
2017,3,29,17,397.5
2017,3,29,18,417.1
2017,3,29,19,440.1
2017,3,29,20,434.4
2017,3,29,21,431.7
2017,3,29,22,426
2017,3,29,23,407
2017,3,30,0,383.1
2017,3,30,1,372
2017,3,30,2,372.9
2017,3,30,3,373.4
2017,3,30,4,376.8
2017,3,30,5,390
2017,3,30,6,425.2
2017,3,30,7,484
2017,3,30,8,491.9
2017,3,30,9,461.9
2017,3,30,10,448.6
2017,3,30,11,439.7
2017,3,30,12,425.1
2017,3,30,13,400.9
2017,3,30,14,379.6
2017,3,30,15,374.2
2017,3,30,16,362.9
2017,3,30,17,368.5
2017,3,30,18,375.9
2017,3,30,19,381.3
2017,3,30,20,379.8
2017,3,30,21,372.7
2017,3,30,22,364.8
2017,3,30,23,353.2
2017,3,31,0,336.8
2017,3,31,1,329.5
2017,3,31,2,328.5
2017,3,31,3,334.3
2017,3,31,4,339.9
2017,3,31,5,349.4
2017,3,31,6,375.9
2017,3,31,7,432.5
2017,3,31,8,441.8
2017,3,31,9,400.8
2017,3,31,10,364.6
2017,3,31,11,332.3
2017,3,31,12,318.4
2017,3,31,13,294.3
2017,3,31,14,276.6
2017,3,31,15,266.3
2017,3,31,16,251.2
2017,3,31,17,248.1
2017,3,31,18,257.9
2017,3,31,19,268.4
2017,3,31,20,280.1
2017,3,31,21,277.3
2017,3,31,22,271.5
2017,3,31,23,264.5
2017,4,1,0,261.5
2017,4,1,1,256.4
2017,4,1,2,255.1
2017,4,1,3,256.9
2017,4,1,4,259.5
2017,4,1,5,272
2017,4,1,6,288.5
2017,4,1,7,306.4
2017,4,1,8,324.6
2017,4,1,9,342.5
2017,4,1,10,344.1
2017,4,1,11,327.3
2017,4,1,12,294.5
2017,4,1,13,268.5
2017,4,1,14,255.6
2017,4,1,15,241.6
2017,4,1,16,230.3
2017,4,1,17,228.6
2017,4,1,18,237.7
2017,4,1,19,251.5
2017,4,1,20,260.1
2017,4,1,21,261.4
2017,4,1,22,259
2017,4,1,23,258.8
2017,4,2,0,259.4
2017,4,2,1,257.6
2017,4,2,2,253.4
2017,4,2,3,253.5
2017,4,2,4,253.4
2017,4,2,5,258.6
2017,4,2,6,266.4
2017,4,2,7,282.4
2017,4,2,8,307.1
2017,4,2,9,319.8
2017,4,2,10,313.7
2017,4,2,11,289.8
2017,4,2,12,275.9
2017,4,2,13,261.6
2017,4,2,14,255.5
2017,4,2,15,247.6
2017,4,2,16,240.7
2017,4,2,17,256.7
2017,4,2,18,272.9
2017,4,2,19,289.1
2017,4,2,20,289.4
2017,4,2,21,300.8
2017,4,2,22,299.7
2017,4,2,23,293.8
2017,4,3,0,284.2
2017,4,3,1,279.1
2017,4,3,2,294.5
2017,4,3,3,306.4
2017,4,3,4,322
2017,4,3,5,342
2017,4,3,6,385
2017,4,3,7,464.6
2017,4,3,8,477.8
2017,4,3,9,421.9
2017,4,3,10,376.3
2017,4,3,11,333.8
2017,4,3,12,310.9
2017,4,3,13,294.7
2017,4,3,14,280.9
2017,4,3,15,270.8
2017,4,3,16,261.1
2017,4,3,17,261
2017,4,3,18,266.2
2017,4,3,19,284.5
2017,4,3,20,303.6
2017,4,3,21,313.5
2017,4,3,22,315
2017,4,3,23,308.8
2017,4,4,0,301.1
2017,4,4,1,301.5
2017,4,4,2,308.2
2017,4,4,3,318.2
2017,4,4,4,334.3
2017,4,4,5,359.3
2017,4,4,6,399.5
2017,4,4,7,471.3
2017,4,4,8,473.1
2017,4,4,9,398.3
2017,4,4,10,341.4
2017,4,4,11,309.7
2017,4,4,12,287.4
2017,4,4,13,273.4
2017,4,4,14,264.2
2017,4,4,15,254.8
2017,4,4,16,245.3
2017,4,4,17,240.8
2017,4,4,18,254.9
2017,4,4,19,268.9
2017,4,4,20,285.2
2017,4,4,21,292.8
2017,4,4,22,292.5
2017,4,4,23,287.4
2017,4,5,0,274.4
2017,4,5,1,270.6
2017,4,5,2,271.1
2017,4,5,3,276.1
2017,4,5,4,281
2017,4,5,5,297
2017,4,5,6,341.7
2017,4,5,7,408.6
2017,4,5,8,430.8
2017,4,5,9,401.9
2017,4,5,10,378.5
2017,4,5,11,343.4
2017,4,5,12,329.4
2017,4,5,13,316.1
2017,4,5,14,300.6
2017,4,5,15,295.4
2017,4,5,16,313.7
2017,4,5,17,320.5
2017,4,5,18,335.2
2017,4,5,19,353.8
2017,4,5,20,367.1
2017,4,5,21,367.1
2017,4,5,22,370.7
2017,4,5,23,364.8
2017,4,6,0,355.5
2017,4,6,1,354.3
2017,4,6,2,362.4
2017,4,6,3,372
2017,4,6,4,386.5
2017,4,6,5,411.5
2017,4,6,6,450.8
2017,4,6,7,522.3
2017,4,6,8,516.1
2017,4,6,9,443
2017,4,6,10,396.6
2017,4,6,11,385
2017,4,6,12,343.5
2017,4,6,13,336.5
2017,4,6,14,341.2
2017,4,6,15,337
2017,4,6,16,351.5
2017,4,6,17,359.4
2017,4,6,18,372.4
2017,4,6,19,398.4
2017,4,6,20,402.2
2017,4,6,21,388.6
2017,4,6,22,375.1
2017,4,6,23,361.3
2017,4,7,0,348.8
2017,4,7,1,342.7
2017,4,7,2,341.9
2017,4,7,3,343.7
2017,4,7,4,348.6
2017,4,7,5,356.7
2017,4,7,6,384.5
2017,4,7,7,440.7
2017,4,7,8,456.2
2017,4,7,9,428.1
2017,4,7,10,403.1
2017,4,7,11,370.9
2017,4,7,12,336.8
2017,4,7,13,305.1
2017,4,7,14,284.9
2017,4,7,15,272.7
2017,4,7,16,263.2
2017,4,7,17,257.5
2017,4,7,18,261.7
2017,4,7,19,274.9
2017,4,7,20,288.8
2017,4,7,21,303.8
2017,4,7,22,304
2017,4,7,23,299.4
2017,4,8,0,291.1
2017,4,8,1,285.2
2017,4,8,2,284.7
2017,4,8,3,287.3
2017,4,8,4,292.4
2017,4,8,5,298.9
2017,4,8,6,310.8
2017,4,8,7,330.8
2017,4,8,8,352.4
2017,4,8,9,374.1
2017,4,8,10,379.5
2017,4,8,11,369.4
2017,4,8,12,350
2017,4,8,13,329.3
2017,4,8,14,319
2017,4,8,15,312.3
2017,4,8,16,309.2
2017,4,8,17,313.5
2017,4,8,18,322.7
2017,4,8,19,337.7
2017,4,8,20,345
2017,4,8,21,349.7
2017,4,8,22,357
2017,4,8,23,358.8
2017,4,9,0,358
2017,4,9,1,360.3
2017,4,9,2,365.6
2017,4,9,3,367.5
2017,4,9,4,373.4
2017,4,9,5,378.2
2017,4,9,6,384.4
2017,4,9,7,392.4
2017,4,9,8,400
2017,4,9,9,396.9
2017,4,9,10,391.9
2017,4,9,11,356.5
2017,4,9,12,320.1
2017,4,9,13,292
2017,4,9,14,269.2
2017,4,9,15,251.7
2017,4,9,16,236.4
2017,4,9,17,229.4
2017,4,9,18,233.2
2017,4,9,19,247.7
2017,4,9,20,267
2017,4,9,21,280.5
2017,4,9,22,281.6
2017,4,9,23,278.6
2017,4,10,0,269.8
2017,4,10,1,264.9
2017,4,10,2,262.5
2017,4,10,3,267.2
2017,4,10,4,271
2017,4,10,5,274.9
2017,4,10,6,291.3
2017,4,10,7,334.1
2017,4,10,8,357.3
2017,4,10,9,360.3
2017,4,10,10,338.9
2017,4,10,11,317.6
2017,4,10,12,305.7
2017,4,10,13,307.7
2017,4,10,14,304.1
2017,4,10,15,297.5
2017,4,10,16,306.8
2017,4,10,17,305.9
2017,4,10,18,310.7
2017,4,10,19,326.6
2017,4,10,20,340.5
2017,4,10,21,352.2
2017,4,10,22,359.2
2017,4,10,23,359.5
2017,4,11,0,354.6
2017,4,11,1,359.4
2017,4,11,2,363.2
2017,4,11,3,377
2017,4,11,4,390.3
2017,4,11,5,411.2
2017,4,11,6,443
2017,4,11,7,487
2017,4,11,8,484.3
2017,4,11,9,440.2
2017,4,11,10,401.8
2017,4,11,11,379
2017,4,11,12,353.4
2017,4,11,13,335.6
2017,4,11,14,318.4
2017,4,11,15,308.2
2017,4,11,16,301.2
2017,4,11,17,302.4
2017,4,11,18,335.2
2017,4,11,19,353.4
2017,4,11,20,364.3
2017,4,11,21,357.9
2017,4,11,22,349.5
2017,4,11,23,334.7
2017,4,12,0,321
2017,4,12,1,312.7
2017,4,12,2,313.4
2017,4,12,3,316.1
2017,4,12,4,320.5
2017,4,12,5,334.9
2017,4,12,6,357.8
2017,4,12,7,391.4
2017,4,12,8,407.3
2017,4,12,9,401.6
2017,4,12,10,405.7
2017,4,12,11,394.4
2017,4,12,12,365.1
2017,4,12,13,344.7
2017,4,12,14,325.2
2017,4,12,15,319
2017,4,12,16,313.2
2017,4,12,17,310.2
2017,4,12,18,317.6
2017,4,12,19,333.4
2017,4,12,20,343.9
2017,4,12,21,350.1
2017,4,12,22,349.2
2017,4,12,23,344.3
2017,4,13,0,338.1
2017,4,13,1,332.9
2017,4,13,2,335.1
2017,4,13,3,342.7
2017,4,13,4,351.3
2017,4,13,5,370.2
2017,4,13,6,396.6
2017,4,13,7,420.1
2017,4,13,8,421
2017,4,13,9,410.8
2017,4,13,10,399
2017,4,13,11,394.4
2017,4,13,12,392.7
2017,4,13,13,380.7
2017,4,13,14,359.2
2017,4,13,15,344.1
2017,4,13,16,343.8
2017,4,13,17,331.6
2017,4,13,18,335.3
2017,4,13,19,360.4
2017,4,13,20,369
2017,4,13,21,370.3
2017,4,13,22,370.3
