Years,Months,Dates,Hours,TotalHeating
2014,12,6,6,448.4
2014,12,6,7,461
2014,12,6,8,486
2014,12,6,9,529
2014,12,6,10,555
2014,12,6,11,534
2014,12,6,12,499.6
2014,12,6,13,473
2014,12,6,14,458
2014,12,6,15,453
2014,12,6,16,474.8
2014,12,6,17,500.3
2014,12,6,18,509.8
2014,12,6,19,510.8
2014,12,6,20,508.7
2014,12,6,21,503.2
2014,12,6,22,494.6
2014,12,6,23,488.9
2014,12,7,0,483.3
2014,12,7,1,478.1
2014,12,7,2,477
2014,12,7,3,479.3
2014,12,7,4,479.1
2014,12,7,5,476.9
2014,12,7,6,479.3
2014,12,7,7,490.2
2014,12,7,8,499.3
2014,12,7,9,525.8
2014,12,7,10,548.1
2014,12,7,11,554.5
2014,12,7,12,544.8
2014,12,7,13,536.3
2014,12,7,14,525.1
2014,12,7,15,515.1
2014,12,7,16,506.3
2014,12,7,17,499.7
2014,12,7,18,494.5
2014,12,7,19,497
2014,12,7,20,491.7
2014,12,7,21,479.3
2014,12,7,22,471.3
2014,12,7,23,463.3
2014,12,8,0,462.1
2014,12,8,1,462.6
2014,12,8,2,471.8
2014,12,8,3,483.8
2014,12,8,4,497.7
2014,12,8,5,509
2014,12,8,6,541.1
2014,12,8,7,600
2014,12,8,8,621.7
2014,12,8,9,617.6
2014,12,8,10,599.5
2014,12,8,11,558.4
2014,12,8,12,540.5
2014,12,8,13,539.6
2014,12,8,14,545.2
2014,12,8,15,540
2014,12,8,16,555.1
2014,12,8,17,574.1
2014,12,8,18,575.1
2014,12,8,19,577.7
2014,12,8,20,572.9
2014,12,8,21,558.6
2014,12,8,22,547.6
2014,12,8,23,540.1
2014,12,9,0,525.5
2014,12,9,1,523.1
2014,12,9,2,528
2014,12,9,3,535.5
2014,12,9,4,547.5
2014,12,9,5,560.9
2014,12,9,6,584.9
2014,12,9,7,645
2014,12,9,8,676.6
2014,12,9,9,673.3
2014,12,9,10,650.8
2014,12,9,11,607.9
2014,12,9,12,567.3
2014,12,9,13,538.7
2014,12,9,14,527.1
2014,12,9,15,530.1
2014,12,9,16,559.6
2014,12,9,17,574.8
2014,12,9,18,577.3
2014,12,9,19,580.2
2014,12,9,20,562.9
2014,12,9,21,541
2014,12,9,22,531.6
2014,12,9,23,519.1
2014,12,10,0,507.1
2014,12,10,1,501.2
2014,12,10,2,498.9
2014,12,10,3,506.9
2014,12,10,4,523.6
2014,12,10,5,536.1
2014,12,10,6,558.5
2014,12,10,7,613.8
2014,12,10,8,629.8
2014,12,10,9,605.5
2014,12,10,10,577.8
2014,12,10,11,561
2014,12,10,12,554.3
2014,12,10,13,511.1
2014,12,10,14,505.5
2014,12,10,15,505.3
2014,12,10,16,526.2
2014,12,10,17,541.8
2014,12,10,18,541.4
2014,12,10,19,543.7
2014,12,10,20,537.5
2014,12,10,21,528.6
2014,12,10,22,514.9
2014,12,10,23,504.1
2014,12,11,0,488.5
2014,12,11,1,481.9
2014,12,11,2,486.8
2014,12,11,3,494
2014,12,11,4,498.1
2014,12,11,5,505.6
2014,12,11,6,537.6
2014,12,11,7,590.8
2014,12,11,8,614.2
2014,12,11,9,603.1
2014,12,11,10,593.7
2014,12,11,11,569.5
2014,12,11,12,550.4
2014,12,11,13,560.7
2014,12,11,14,566.4
2014,12,11,15,564.7
2014,12,11,16,571.3
2014,12,11,17,579.1
2014,12,11,18,574.8
2014,12,11,19,570.7
2014,12,11,20,565.6
2014,12,11,21,544.8
2014,12,11,22,529.1
2014,12,11,23,514.4
2014,12,12,0,499.5
2014,12,12,1,492.2
2014,12,12,2,494
2014,12,12,3,500.4
2014,12,12,4,514.7
2014,12,12,5,526.6
2014,12,12,6,558.1
2014,12,12,7,622.5
2014,12,12,8,642
2014,12,12,9,625.6
2014,12,12,10,598.9
2014,12,12,11,582.7
2014,12,12,12,574.5
2014,12,12,13,576
2014,12,12,14,581.1
2014,12,12,15,569.2
2014,12,12,16,554.4
2014,12,12,17,551.2
2014,12,12,18,542.7
2014,12,12,19,554.3
2014,12,12,20,561.7
2014,12,12,21,548.7
2014,12,12,22,531
2014,12,12,23,517.1
2014,12,13,0,509.2
2014,12,13,1,511.7
2014,12,13,2,512.8
2014,12,13,3,518.3
2014,12,13,4,516.4
2014,12,13,5,513.8
2014,12,13,6,512.9
2014,12,13,7,524.9
2014,12,13,8,545.3
2014,12,13,9,578.8
2014,12,13,10,603.1
2014,12,13,11,583.1
2014,12,13,12,548.7
2014,12,13,13,524.7
2014,12,13,14,514.7
2014,12,13,15,514.9
2014,12,13,16,531.4
2014,12,13,17,551.2
2014,12,13,18,555.6
2014,12,13,19,558.5
2014,12,13,20,557.4
2014,12,13,21,550.8
2014,12,13,22,542.4
2014,12,13,23,533.9
2014,12,14,0,524.9
2014,12,14,1,523.1
2014,12,14,2,524.3
2014,12,14,3,532.7
2014,12,14,4,535.3
2014,12,14,5,540.3
2014,12,14,6,546.6
2014,12,14,7,559.4
2014,12,14,8,570.7
2014,12,14,9,594.9
2014,12,14,10,621.8
2014,12,14,11,620.5
2014,12,14,12,596.9
2014,12,14,13,587.7
2014,12,14,14,577
2014,12,14,15,566.9
2014,12,14,16,555.9
2014,12,14,17,547.5
2014,12,14,18,554.1
2014,12,14,19,553.4
2014,12,14,20,549.6
2014,12,14,21,539.9
2014,12,14,22,527.2
2014,12,14,23,516.7
2014,12,15,0,500
2014,12,15,1,494.3
2014,12,15,2,491.7
2014,12,15,3,496.8
2014,12,15,4,505.9
2014,12,15,5,521.4
2014,12,15,6,543.6
2014,12,15,7,602.5
2014,12,15,8,621.1
2014,12,15,9,597.1
2014,12,15,10,578.8
2014,12,15,11,560
2014,12,15,12,529.5
2014,12,15,13,503.9
2014,12,15,14,507
2014,12,15,15,514.4
2014,12,15,16,534.9
2014,12,15,17,550.5
2014,12,15,18,546
2014,12,15,19,549.7
2014,12,15,20,547.5
2014,12,15,21,539
2014,12,15,22,526.8
2014,12,15,23,512.7
2014,12,16,0,508.7
2014,12,16,1,508.3
2014,12,16,2,511.8
2014,12,16,3,523.8
2014,12,16,4,534.9
2014,12,16,5,545
2014,12,16,6,569.7
2014,12,16,7,624.9
2014,12,16,8,643
2014,12,16,9,624.9
2014,12,16,10,614.2
2014,12,16,11,600.7
2014,12,16,12,596.5
2014,12,16,13,588.5
2014,12,16,14,578.1
2014,12,16,15,554.1
2014,12,16,16,555.4
2014,12,16,17,578.5
2014,12,16,18,580.2
2014,12,16,19,576.5
2014,12,16,20,565.2
2014,12,16,21,552.5
2014,12,16,22,538.5
2014,12,16,23,518.4
2014,12,17,0,503.1
2014,12,17,1,499
2014,12,17,2,500.2
2014,12,17,3,505.3
2014,12,17,4,510.4
2014,12,17,5,513.6
2014,12,17,6,545.9
2014,12,17,7,623.8
2014,12,17,8,625.2
2014,12,17,9,625.2
2014,12,17,10,599.6
2014,12,17,11,584.5
2014,12,17,12,569.9
2014,12,17,13,560.6
2014,12,17,14,558.1
2014,12,17,15,552.5
2014,12,17,16,552.7
2014,12,17,17,553.7
2014,12,17,18,548.4
2014,12,17,19,542.5
2014,12,17,20,528.2
2014,12,17,21,516.9
2014,12,17,22,498.3
2014,12,17,23,487.5
2014,12,18,0,471.8
2014,12,18,1,466.3
2014,12,18,2,467.5
2014,12,18,3,468.5
2014,12,18,4,468.3
2014,12,18,5,474
2014,12,18,6,500.6
2014,12,18,7,552.2
2014,12,18,8,574.6
2014,12,18,9,554.6
2014,12,18,10,525.2
2014,12,18,11,504
2014,12,18,12,492.2
2014,12,18,13,478.2
2014,12,18,14,472.6
2014,12,18,15,466.3
2014,12,18,16,464.2
2014,12,18,17,461.5
2014,12,18,18,455.9
2014,12,18,19,449.1
2014,12,18,20,439.8
2014,12,18,21,421.5
2014,12,18,22,403.6
2014,12,18,23,393.8
2014,12,19,0,381.8
2014,12,19,1,378
2014,12,19,2,379.9
2014,12,19,3,389.2
2014,12,19,4,400.5
2014,12,19,5,414.8
2014,12,19,6,442
2014,12,19,7,499.4
2014,12,19,8,519.4
2014,12,19,9,507.8
2014,12,19,10,504.5
2014,12,19,11,499.4
2014,12,19,12,469.9
2014,12,19,13,450.2
2014,12,19,14,450.1
2014,12,19,15,473.2
2014,12,19,16,492.6
2014,12,19,17,512.6
2014,12,19,18,511.4
2014,12,19,19,505.6
2014,12,19,20,493.8
2014,12,19,21,480.5
2014,12,19,22,476.9
2014,12,19,23,470.3
2014,12,20,0,464.7
2014,12,20,1,465.5
2014,12,20,2,468.2
2014,12,20,3,476.1
2014,12,20,4,481
2014,12,20,5,497.5
2014,12,20,6,507
2014,12,20,7,509.1
2014,12,20,8,532
2014,12,20,9,568.5
2014,12,20,10,590.6
2014,12,20,11,585.3
2014,12,20,12,572.2
2014,12,20,13,570.2
2014,12,20,14,559.8
2014,12,20,15,551.2
2014,12,20,16,552.1
2014,12,20,17,549.6
2014,12,20,18,548.6
2014,12,20,19,544
2014,12,20,20,537.1
2014,12,20,21,525
2014,12,20,22,516.6
2014,12,20,23,510.3
2014,12,21,0,507.5
2014,12,21,1,503.3
2014,12,21,2,506.1
2014,12,21,3,508.4
2014,12,21,4,509.4
2014,12,21,5,508.1
2014,12,21,6,514.6
2014,12,21,7,525.6
2014,12,21,8,538.2
2014,12,21,9,564.1
2014,12,21,10,589.3
2014,12,21,11,588.1
2014,12,21,12,567
2014,12,21,13,547
2014,12,21,14,536.2
2014,12,21,15,523.1
2014,12,21,16,511.4
2014,12,21,17,507.5
2014,12,21,18,500.6
2014,12,21,19,499.8
2014,12,21,20,490
2014,12,21,21,475.3
2014,12,21,22,457.1
2014,12,21,23,440.4
2014,12,22,0,426
2014,12,22,1,414
2014,12,22,2,413
2014,12,22,3,411.2
2014,12,22,4,414.2
2014,12,22,5,417.7
2014,12,22,6,438.6
2014,12,22,7,478.3
2014,12,22,8,490.2
2014,12,22,9,485.4
2014,12,22,10,484.2
2014,12,22,11,487.6
2014,12,22,12,484.7
2014,12,22,13,476
2014,12,22,14,466.2
2014,12,22,15,459
2014,12,22,16,464.9
2014,12,22,17,471.3
2014,12,22,18,461.3
2014,12,22,19,456.8
2014,12,22,20,451.1
2014,12,22,21,439.1
2014,12,22,22,427.6
2014,12,22,23,420.5
2014,12,23,0,409.7
2014,12,23,1,406.2
2014,12,23,2,405.5
2014,12,23,3,409.4
2014,12,23,4,417.9
2014,12,23,5,428.1
2014,12,23,6,451.4
2014,12,23,7,484.3
2014,12,23,8,504.8
2014,12,23,9,512.5
2014,12,23,10,516.8
2014,12,23,11,513.1
2014,12,23,12,498.1
2014,12,23,13,485.2
2014,12,23,14,480.2
2014,12,23,15,475.2
2014,12,23,16,475.1
2014,12,23,17,477.1
2014,12,23,18,464.5
2014,12,23,19,463
2014,12,23,20,464.5
2014,12,23,21,461.7
2014,12,23,22,453.5
2014,12,23,23,451.9
2014,12,24,0,442.6
2014,12,24,1,439.6
2014,12,24,2,437.8
2014,12,24,3,437.5
2014,12,24,4,435.6
2014,12,24,5,438.1
2014,12,24,6,449.1
2014,12,24,7,469.9
2014,12,24,8,485.3
2014,12,24,9,515.4
2014,12,24,10,540.8
2014,12,24,11,547.5
2014,12,24,12,543.1
2014,12,24,13,536.9
2014,12,24,14,506
2014,12,24,15,506.4
2014,12,24,16,507.5
2014,12,24,17,506.3
2014,12,24,18,491.1
2014,12,24,19,487.2
2014,12,24,20,494.4
2014,12,24,21,485.3
2014,12,24,22,466.7
2014,12,24,23,461
2014,12,25,0,457.8
2014,12,25,1,456.4
2014,12,25,2,454.4
2014,12,25,3,464
2014,12,25,4,476.9
2014,12,25,5,497.1
2014,12,25,6,516.1
2014,12,25,7,547.9
2014,12,25,8,574.4
2014,12,25,9,601.3
2014,12,25,10,628.3
2014,12,25,11,639.3
2014,12,25,12,635.2
2014,12,25,13,638.6
2014,12,25,14,630.1
2014,12,25,15,624.9
2014,12,25,16,607.7
2014,12,25,17,610.7
2014,12,25,18,627.9
2014,12,25,19,639
2014,12,25,20,638.8
2014,12,25,21,629
2014,12,25,22,628.4
2014,12,25,23,626.3
2014,12,26,0,623.9
2014,12,26,1,624.1
2014,12,26,2,630.7
2014,12,26,3,643
2014,12,26,4,652.6
2014,12,26,5,666.4
2014,12,26,6,677.8
2014,12,26,7,685
2014,12,26,8,698.6
2014,12,26,9,725.9
2014,12,26,10,749.5
2014,12,26,11,747.8
2014,12,26,12,723.9
2014,12,26,13,696.4
2014,12,26,14,659.8
2014,12,26,15,648.3
2014,12,26,16,654.5
2014,12,26,17,670.1
2014,12,26,18,670.2
2014,12,26,19,669.7
2014,12,26,20,669.1
2014,12,26,21,662.8
2014,12,26,22,654.7
2014,12,26,23,643.1
2014,12,27,0,625.4
2014,12,27,1,616.5
2014,12,27,2,611.9
2014,12,27,3,612
2014,12,27,4,614.2
2014,12,27,5,618.8
2014,12,27,6,628.5
2014,12,27,7,637.1
2014,12,27,8,646.1
2014,12,27,9,666.5
2014,12,27,10,689.9
2014,12,27,11,687.8
2014,12,27,12,672.2
2014,12,27,13,659.4
2014,12,27,14,643.4
2014,12,27,15,637.6
2014,12,27,16,642.3
2014,12,27,17,646.4
2014,12,27,18,645.4
2014,12,27,19,647
2014,12,27,20,637.2
2014,12,27,21,619.3
2014,12,27,22,610.5
2014,12,27,23,604.1
2014,12,28,0,604.6
2014,12,28,1,604.9
2014,12,28,2,607.6
2014,12,28,3,616.4
2014,12,28,4,617.4
2014,12,28,5,620.6
2014,12,28,6,635.8
2014,12,28,7,664.5
2014,12,28,8,685.9
2014,12,28,9,724.5
2014,12,28,10,757.1
2014,12,28,11,739.9
2014,12,28,12,710.4
2014,12,28,13,671.4
2014,12,28,14,661.3
2014,12,28,15,671.2
2014,12,28,16,669.5
2014,12,28,17,677.1
2014,12,28,18,672.7
2014,12,28,19,666.8
2014,12,28,20,654.4
2014,12,28,21,634
2014,12,28,22,618.1
2014,12,28,23,612.1
2014,12,29,0,594.2
2014,12,29,1,589.8
2014,12,29,2,597
2014,12,29,3,603.3
2014,12,29,4,613
2014,12,29,5,635.1
2014,12,29,6,661.1
2014,12,29,7,696.7
2014,12,29,8,722.7
2014,12,29,9,754
2014,12,29,10,779.9
2014,12,29,11,759.3
2014,12,29,12,738.7
2014,12,29,13,717.4
2014,12,29,14,706.9
2014,12,29,15,704.8
2014,12,29,16,701.2
2014,12,29,17,689.6
2014,12,29,18,669.1
2014,12,29,19,652.2
2014,12,29,20,638.1
2014,12,29,21,618.3
2014,12,29,22,603.8
2014,12,29,23,591.2
2014,12,30,0,576.6
2014,12,30,1,565.5
2014,12,30,2,569
2014,12,30,3,571.7
2014,12,30,4,575.8
2014,12,30,5,587.4
2014,12,30,6,605
2014,12,30,7,634.7
2014,12,30,8,653.8
2014,12,30,9,679.9
2014,12,30,10,689.3
2014,12,30,11,669.7
2014,12,30,12,626.7
2014,12,30,13,592.1
2014,12,30,14,586.4
2014,12,30,15,593.3
2014,12,30,16,597.8
2014,12,30,17,595.2
2014,12,30,18,588.5
2014,12,30,19,577.6
2014,12,30,20,568.2
2014,12,30,21,549.4
2014,12,30,22,532.6
2014,12,30,23,522
2014,12,31,0,498.1
2014,12,31,1,487.2
2014,12,31,2,484
2014,12,31,3,484.1
2014,12,31,4,483.4
2014,12,31,5,487.9
2014,12,31,6,499.9
2014,12,31,7,519.3
2014,12,31,8,527.6
2014,12,31,9,545.2
2014,12,31,10,561.4
2014,12,31,11,571.7
2014,12,31,12,552.9
2014,12,31,13,524.2
2014,12,31,14,513.2
2014,12,31,15,510.9
2014,12,31,16,546.3
2014,12,31,17,562.3
2014,12,31,18,525.2
2014,12,31,19,482.4
2014,12,31,20,483.6
2014,12,31,21,483.2
2014,12,31,22,484.1
2014,12,31,23,473.7
2015,1,1,0,463.1
2015,1,1,1,477.1
2015,1,1,2,473.5
2015,1,1,3,465.8
2015,1,1,4,461.3
2015,1,1,5,460.8
2015,1,1,6,473.4
2015,1,1,7,487.3
2015,1,1,8,491.2
2015,1,1,9,502.8
2015,1,1,10,508.3
2015,1,1,11,519.2
2015,1,1,12,523.8
2015,1,1,13,528.6
2015,1,1,14,524.4
2015,1,1,15,514.4
2015,1,1,16,504.9
2015,1,1,17,494
2015,1,1,18,481.6
2015,1,1,19,477.8
2015,1,1,20,471.4
2015,1,1,21,461.9
2015,1,1,22,455.7
2015,1,1,23,446.3
2015,1,2,0,441.7
2015,1,2,1,432
2015,1,2,2,433.6
2015,1,2,3,434.6
2015,1,2,4,434
2015,1,2,5,435.1
2015,1,2,6,443.9
2015,1,2,7,464.4
2015,1,2,8,480.7
2015,1,2,9,503.4
2015,1,2,10,526.2
2015,1,2,11,546.1
2015,1,2,12,557.8
2015,1,2,13,527.3
2015,1,2,14,511.7
2015,1,2,15,516.2
2015,1,2,16,538.2
2015,1,2,17,544
2015,1,2,18,528.5
2015,1,2,19,531.5
2015,1,2,20,531.7
2015,1,2,21,526.7
2015,1,2,22,514.8
2015,1,2,23,504.2
2015,1,3,0,499.7
2015,1,3,1,496.5
2015,1,3,2,501.8
2015,1,3,3,504.3
2015,1,3,4,501.5
2015,1,3,5,501.4
2015,1,3,6,529.7
2015,1,3,7,544.4
2015,1,3,8,551.7
2015,1,3,9,577.9
2015,1,3,10,601.7
2015,1,3,11,590.6
2015,1,3,12,547.3
2015,1,3,13,532.7
2015,1,3,14,531.6
2015,1,3,15,530.7
2015,1,3,16,543.8
2015,1,3,17,556.3
2015,1,3,18,561.4
2015,1,3,19,563.8
2015,1,3,20,560.6
2015,1,3,21,548.4
2015,1,3,22,535.5
2015,1,3,23,528.7
2015,1,4,0,524.7
2015,1,4,1,525.7
2015,1,4,2,529.9
2015,1,4,3,536.3
2015,1,4,4,540.3
2015,1,4,5,545.1
2015,1,4,6,553.2
2015,1,4,7,568.2
2015,1,4,8,588.4
2015,1,4,9,619.4
2015,1,4,10,641.3
2015,1,4,11,634.8
2015,1,4,12,592.2
2015,1,4,13,566.2
2015,1,4,14,544.1
2015,1,4,15,542.4
2015,1,4,16,551.1
2015,1,4,17,575.4
2015,1,4,18,578.1
2015,1,4,19,587.9
2015,1,4,20,581.7
2015,1,4,21,557.2
2015,1,4,22,543.4
2015,1,4,23,529.1
2015,1,5,0,513.7
2015,1,5,1,501.6
2015,1,5,2,496.2
2015,1,5,3,505.2
2015,1,5,4,510
2015,1,5,5,518.5
2015,1,5,6,553.1
2015,1,5,7,619.6
2015,1,5,8,641.2
2015,1,5,9,614.6
2015,1,5,10,592.3
2015,1,5,11,580.4
2015,1,5,12,569.1
2015,1,5,13,564.7
2015,1,5,14,558.7
2015,1,5,15,553
2015,1,5,16,547.8
2015,1,5,17,545.6
2015,1,5,18,535.5
2015,1,5,19,533.4
2015,1,5,20,523.7
2015,1,5,21,506.1
2015,1,5,22,491.7
2015,1,5,23,479.3
2015,1,6,0,462.9
2015,1,6,1,454.7
2015,1,6,2,456.9
2015,1,6,3,464.9
2015,1,6,4,473.3
2015,1,6,5,485
2015,1,6,6,517.1
2015,1,6,7,576.7
2015,1,6,8,600.8
2015,1,6,9,582.7
2015,1,6,10,570.2
2015,1,6,11,564.1
2015,1,6,12,561.5
2015,1,6,13,561
2015,1,6,14,560.5
2015,1,6,15,558.4
2015,1,6,16,559.6
2015,1,6,17,559.8
2015,1,6,18,556.2
2015,1,6,19,560
2015,1,6,20,558.7
2015,1,6,21,537.6
2015,1,6,22,520.6
2015,1,6,23,510.7
2015,1,7,0,493.3
2015,1,7,1,486.1
2015,1,7,2,487.5
2015,1,7,3,501.2
2015,1,7,4,508.1
2015,1,7,5,521.2
2015,1,7,6,547.9
2015,1,7,7,607.5
2015,1,7,8,637.5
2015,1,7,9,625.4
2015,1,7,10,606.2
2015,1,7,11,570.3
2015,1,7,12,531.3
2015,1,7,13,506.8
2015,1,7,14,504.5
2015,1,7,15,510.6
2015,1,7,16,520.3
2015,1,7,17,535.7
2015,1,7,18,534.6
2015,1,7,19,535.1
2015,1,7,20,533.1
2015,1,7,21,510.7
2015,1,7,22,490.5
2015,1,7,23,474.9
2015,1,8,0,459.9
2015,1,8,1,457.7
2015,1,8,2,464.4
2015,1,8,3,474.1
2015,1,8,4,483.2
2015,1,8,5,496.7
2015,1,8,6,526
2015,1,8,7,580.4
2015,1,8,8,597.2
2015,1,8,9,566.1
2015,1,8,10,536.8
2015,1,8,11,519.9
2015,1,8,12,498.8
2015,1,8,13,494
2015,1,8,14,485.4
2015,1,8,15,485.3
2015,1,8,16,489.2
2015,1,8,17,498.6
2015,1,8,18,501.1
2015,1,8,19,507.1
2015,1,8,20,503.9
2015,1,8,21,490.2
2015,1,8,22,486.9
2015,1,8,23,474.9
2015,1,9,0,466.6
2015,1,9,1,465.3
2015,1,9,2,467.8
2015,1,9,3,480.8
2015,1,9,4,485.5
2015,1,9,5,497
2015,1,9,6,518.9
2015,1,9,7,582.7
2015,1,9,8,611.9
2015,1,9,9,555.5
2015,1,9,10,523.8
2015,1,9,11,500.5
2015,1,9,12,505.3
2015,1,9,13,508.9
2015,1,9,14,506.7
2015,1,9,15,510.5
2015,1,9,16,527.6
2015,1,9,17,545.5
2015,1,9,18,541.5
2015,1,9,19,532.3
2015,1,9,20,520
2015,1,9,21,495.5
2015,1,9,22,486.1
2015,1,9,23,473.4
2015,1,10,0,459.4
2015,1,10,1,448.1
2015,1,10,2,449.9
2015,1,10,3,451.4
2015,1,10,4,450.8
2015,1,10,5,454.1
2015,1,10,6,464.4
2015,1,10,7,477.2
2015,1,10,8,484.2
2015,1,10,9,477.4
2015,1,10,10,477.6
2015,1,10,11,484.7
2015,1,10,12,479.5
2015,1,10,13,482.4
2015,1,10,14,485.7
2015,1,10,15,506.7
2015,1,10,16,517
2015,1,10,17,519.3
2015,1,10,18,534.4
2015,1,10,19,540.9
2015,1,10,20,537.3
2015,1,10,21,526.3
2015,1,10,22,517.2
2015,1,10,23,527.8
2015,1,11,0,528.4
2015,1,11,1,524.2
2015,1,11,2,523.4
2015,1,11,3,530.9
2015,1,11,4,546.1
2015,1,11,5,543.3
2015,1,11,6,548.1
2015,1,11,7,563.7
2015,1,11,8,581.2
2015,1,11,9,607.5
2015,1,11,10,639.1
2015,1,11,11,630.6
2015,1,11,12,608.1
2015,1,11,13,569.7
2015,1,11,14,547.8
2015,1,11,15,567.7
2015,1,11,16,568.8
2015,1,11,17,575.5
2015,1,11,18,577.9
2015,1,11,19,585.1
2015,1,11,20,586
2015,1,11,21,569.5
2015,1,11,22,553.2
2015,1,11,23,540.1
2015,1,12,0,522.6
2015,1,12,1,513.2
2015,1,12,2,512.3
2015,1,12,3,510.6
2015,1,12,4,509.7
2015,1,12,5,511.2
2015,1,12,6,534.4
2015,1,12,7,595.2
2015,1,12,8,614.8
2015,1,12,9,571.1
2015,1,12,10,542.5
2015,1,12,11,532.1
2015,1,12,12,529.2
2015,1,12,13,524.1
2015,1,12,14,518
2015,1,12,15,509.5
2015,1,12,16,523.3
2015,1,12,17,527.6
2015,1,12,18,522.2
2015,1,12,19,524
2015,1,12,20,521.6
2015,1,12,21,512.6
2015,1,12,22,504.9
2015,1,12,23,491.6
2015,1,13,0,479.6
2015,1,13,1,480.3
2015,1,13,2,485.7
2015,1,13,3,491
2015,1,13,4,497
2015,1,13,5,513.9
2015,1,13,6,543
2015,1,13,7,606.9
2015,1,13,8,612.3
2015,1,13,9,568.1
2015,1,13,10,555.9
2015,1,13,11,543.8
2015,1,13,12,532.7
2015,1,13,13,530
2015,1,13,14,525.8
2015,1,13,15,527.7
2015,1,13,16,534.7
2015,1,13,17,538.6
2015,1,13,18,542.8
2015,1,13,19,552.3
2015,1,13,20,549.5
2015,1,13,21,529.6
2015,1,13,22,512
2015,1,13,23,496.8
2015,1,14,0,482.5
2015,1,14,1,475.6
2015,1,14,2,481.6
2015,1,14,3,493.6
2015,1,14,4,504.2
2015,1,14,5,522.9
2015,1,14,6,555.3
2015,1,14,7,617.3
2015,1,14,8,638
2015,1,14,9,594.9
2015,1,14,10,577.1
2015,1,14,11,573.4
2015,1,14,12,571.9
2015,1,14,13,559.6
2015,1,14,14,547
2015,1,14,15,545.2
2015,1,14,16,568.4
2015,1,14,17,572
2015,1,14,18,573.3
2015,1,14,19,568.8
2015,1,14,20,562.4
2015,1,14,21,546.6
2015,1,14,22,535.8
2015,1,14,23,547.4
2015,1,15,0,543.7
2015,1,15,1,537
2015,1,15,2,536.4
2015,1,15,3,542.3
2015,1,15,4,548.1
2015,1,15,5,553.3
2015,1,15,6,582.5
2015,1,15,7,645.6
2015,1,15,8,671.4
2015,1,15,9,655.8
2015,1,15,10,640.1
2015,1,15,11,629.4
2015,1,15,12,610.2
2015,1,15,13,599.1
2015,1,15,14,588
2015,1,15,15,569.4
2015,1,15,16,553.7
2015,1,15,17,546
2015,1,15,18,542.6
2015,1,15,19,542.6
2015,1,15,20,533.8
2015,1,15,21,515.1
2015,1,15,22,511
2015,1,15,23,493.8
2015,1,16,0,470.9
2015,1,16,1,460.1
2015,1,16,2,469.8
2015,1,16,3,482.5
2015,1,16,4,492.9
2015,1,16,5,507.5
2015,1,16,6,545.1
2015,1,16,7,606.5
2015,1,16,8,624.1
2015,1,16,9,601
2015,1,16,10,580.2
2015,1,16,11,572.1
2015,1,16,12,544
2015,1,16,13,551.3
2015,1,16,14,516.7
2015,1,16,15,532.9
2015,1,16,16,535.1
2015,1,16,17,545.4
2015,1,16,18,554
2015,1,16,19,553.7
2015,1,16,20,543.8
2015,1,16,21,527.1
2015,1,16,22,521
2015,1,16,23,513.9
2015,1,17,0,490
2015,1,17,1,489.6
2015,1,17,2,500.6
2015,1,17,3,508.5
2015,1,17,4,515.4
2015,1,17,5,525.1
2015,1,17,6,540
2015,1,17,7,561.9
2015,1,17,8,588.2
2015,1,17,9,621.4
2015,1,17,10,653.4
2015,1,17,11,630.7
2015,1,17,12,584.6
2015,1,17,13,542.7
2015,1,17,14,513.2
2015,1,17,15,508.3
2015,1,17,16,530
2015,1,17,17,552.9
2015,1,17,18,565.1
2015,1,17,19,564.8
2015,1,17,20,562.1
2015,1,17,21,551.5
2015,1,17,22,538.4
2015,1,17,23,535.3
2015,1,18,0,529.7
2015,1,18,1,525
2015,1,18,2,525.1
2015,1,18,3,530.5
2015,1,18,4,533.6
2015,1,18,5,536.6
2015,1,18,6,542.7
2015,1,18,7,553.7
2015,1,18,8,571.8
2015,1,18,9,592.9
2015,1,18,10,619.3
2015,1,18,11,622.9
2015,1,18,12,623.8
2015,1,18,13,605.7
2015,1,18,14,590.1
2015,1,18,15,586
2015,1,18,16,577
2015,1,18,17,578.4
2015,1,18,18,579.8
2015,1,18,19,582.9
2015,1,18,20,575.8
2015,1,18,21,561.1
2015,1,18,22,551.7
2015,1,18,23,539.8
2015,1,19,0,530.1
2015,1,19,1,525.4
2015,1,19,2,528.4
2015,1,19,3,537.2
2015,1,19,4,543.8
2015,1,19,5,569.3
2015,1,19,6,586.6
2015,1,19,7,661.7
2015,1,19,8,670.7
2015,1,19,9,673.8
2015,1,19,10,670.1
2015,1,19,11,655.1
2015,1,19,12,645.2
2015,1,19,13,646.5
2015,1,19,14,647.7
2015,1,19,15,638.3
2015,1,19,16,639.2
2015,1,19,17,639.1
2015,1,19,18,634.2
2015,1,19,19,633.1
2015,1,19,20,624.3
2015,1,19,21,619.5
2015,1,19,22,591.5
2015,1,19,23,575.9
2015,1,20,0,559.5
2015,1,20,1,549.5
2015,1,20,2,554.8
2015,1,20,3,562.6
2015,1,20,4,568.2
2015,1,20,5,578.2
2015,1,20,6,603.5
2015,1,20,7,663.8
2015,1,20,8,695.7
2015,1,20,9,690.7
2015,1,20,10,672.9
2015,1,20,11,669.2
2015,1,20,12,654.2
2015,1,20,13,642.1
2015,1,20,14,627.1
2015,1,20,15,620.5
2015,1,20,16,617
