Years,Months,Dates,Hours,NL_load_
2014,4,12,9,12571
2014,4,12,10,12296
2014,4,12,11,12052
2014,4,12,12,11838
2014,4,12,13,11770
2014,4,12,14,11919
2014,4,12,15,12319
2014,4,12,16,12354
2014,4,12,17,12276
2014,4,12,18,12330
2014,4,12,19,12215
2014,4,12,20,11672
2014,4,12,21,10954
2014,4,12,22,10173
2014,4,12,23,9551
2014,4,13,0,9203
2014,4,13,1,9007
2014,4,13,2,8926
2014,4,13,3,8972
2014,4,13,4,9081
2014,4,13,5,9310
2014,4,13,6,10055
2014,4,13,7,10739
2014,4,13,8,11161
2014,4,13,9,11401
2014,4,13,10,11529
2014,4,13,11,11393
2014,4,13,12,11179
2014,4,13,13,11035
2014,4,13,14,11116
2014,4,13,15,11693
2014,4,13,16,11897
2014,4,13,17,11902
2014,4,13,18,12098
2014,4,13,19,12321
2014,4,13,20,11710
2014,4,13,21,10753
2014,4,13,22,9943
2014,4,13,23,9415
2014,4,14,0,9238
2014,4,14,1,9179
2014,4,14,2,9355
2014,4,14,3,9948
2014,4,14,4,11416
2014,4,14,5,13307
2014,4,14,6,14811
2014,4,14,7,15293
2014,4,14,8,15318
2014,4,14,9,15385
2014,4,14,10,15163
2014,4,14,11,15181
2014,4,14,12,15065
2014,4,14,13,14878
2014,4,14,14,14829
2014,4,14,15,14784
2014,4,14,16,14171
2014,4,14,17,13904
2014,4,14,18,13844
2014,4,14,19,13978
2014,4,14,20,12943
2014,4,14,21,11925
2014,4,14,22,10856
2014,4,14,23,10165
2014,4,15,0,9896
2014,4,15,1,9778
2014,4,15,2,9856
2014,4,15,3,10371
2014,4,15,4,11597
2014,4,15,5,13347
2014,4,15,6,14683
2014,4,15,7,15265
2014,4,15,8,15320
2014,4,15,9,15419
2014,4,15,10,15251
2014,4,15,11,15233
2014,4,15,12,15060
2014,4,15,13,14820
2014,4,15,14,14787
2014,4,15,15,14853
2014,4,15,16,14081
2014,4,15,17,13848
2014,4,15,18,13834
2014,4,15,19,13993
2014,4,15,20,12936
2014,4,15,21,11916
2014,4,15,22,10844
2014,4,15,23,10173
2014,4,16,0,9851
2014,4,16,1,9778
2014,4,16,2,9910
2014,4,16,3,10388
2014,4,16,4,11645
2014,4,16,5,13460
2014,4,16,6,14820
2014,4,16,7,15222
2014,4,16,8,15129
2014,4,16,9,15080
2014,4,16,10,14796
2014,4,16,11,14767
2014,4,16,12,14597
2014,4,16,13,14460
2014,4,16,14,14358
2014,4,16,15,14424
2014,4,16,16,13830
2014,4,16,17,13525
2014,4,16,18,13424
2014,4,16,19,13771
2014,4,16,20,12754
2014,4,16,21,11819
2014,4,16,22,10835
2014,4,16,23,10169
2014,4,17,0,9853
2014,4,17,1,9720
2014,4,17,2,9803
2014,4,17,3,10238
2014,4,17,4,11462
2014,4,17,5,13247
2014,4,17,6,14560
2014,4,17,7,15076
2014,4,17,8,15120
2014,4,17,9,15083
2014,4,17,10,14840
2014,4,17,11,14754
2014,4,17,12,14633
2014,4,17,13,14584
2014,4,17,14,14782
2014,4,17,15,14934
2014,4,17,16,14401
2014,4,17,17,14140
2014,4,17,18,14271
2014,4,17,19,13942
2014,4,17,20,12889
2014,4,17,21,11864
2014,4,17,22,10791
2014,4,17,23,10142
2014,4,18,0,9802
2014,4,18,1,9667
2014,4,18,2,9676
2014,4,18,3,10052
2014,4,18,4,11031
2014,4,18,5,12566
2014,4,18,6,13992
2014,4,18,7,14689
2014,4,18,8,14803
2014,4,18,9,14783
2014,4,18,10,14627
2014,4,18,11,14543
2014,4,18,12,14344
2014,4,18,13,14046
2014,4,18,14,13952
2014,4,18,15,14084
2014,4,18,16,13494
2014,4,18,17,13073
2014,4,18,18,12933
2014,4,18,19,13045
2014,4,18,20,12248
2014,4,18,21,11421
2014,4,18,22,10500
2014,4,18,23,9788
2014,4,19,0,9382
2014,4,19,1,9208
2014,4,19,2,9136
2014,4,19,3,9237
2014,4,19,4,9584
2014,4,19,5,10278
2014,4,19,6,11301
2014,4,19,7,12231
2014,4,19,8,12594
2014,4,19,9,12492
2014,4,19,10,12153
2014,4,19,11,11806
2014,4,19,12,11480
2014,4,19,13,11278
2014,4,19,14,11347
2014,4,19,15,11740
2014,4,19,16,11857
2014,4,19,17,11792
2014,4,19,18,11773
2014,4,19,19,12083
2014,4,19,20,11492
2014,4,19,21,10748
2014,4,19,22,9945
2014,4,19,23,9281
2014,4,20,0,8900
2014,4,20,1,8681
2014,4,20,2,8585
2014,4,20,3,8617
2014,4,20,4,8615
2014,4,20,5,8911
2014,4,20,6,9829
2014,4,20,7,10410
2014,4,20,8,10627
2014,4,20,9,10585
2014,4,20,10,10498
2014,4,20,11,10296
2014,4,20,12,10171
2014,4,20,13,10119
2014,4,20,14,10252
2014,4,20,15,10939
2014,4,20,16,11238
2014,4,20,17,11116
2014,4,20,18,11171
2014,4,20,19,11667
2014,4,20,20,11154
2014,4,20,21,10448
2014,4,20,22,9727
2014,4,20,23,9126
2014,4,21,0,8797
2014,4,21,1,8696
2014,4,21,2,8657
2014,4,21,3,8740
2014,4,21,4,8817
2014,4,21,5,9284
2014,4,21,6,10144
2014,4,21,7,11000
2014,4,21,8,11536
2014,4,21,9,11763
2014,4,21,10,11845
2014,4,21,11,11700
2014,4,21,12,11519
2014,4,21,13,11356
2014,4,21,14,11533
2014,4,21,15,12160
2014,4,21,16,12176
2014,4,21,17,12021
2014,4,21,18,12057
2014,4,21,19,12166
2014,4,21,20,11578
2014,4,21,21,10634
2014,4,21,22,9880
2014,4,21,23,9307
2014,4,22,0,9062
2014,4,22,1,9011
2014,4,22,2,9112
2014,4,22,3,9588
2014,4,22,4,10792
2014,4,22,5,12652
2014,4,22,6,14151
2014,4,22,7,14876
2014,4,22,8,15034
2014,4,22,9,15060
2014,4,22,10,14908
2014,4,22,11,14908
2014,4,22,12,14763
2014,4,22,13,14680
2014,4,22,14,14583
2014,4,22,15,14515
2014,4,22,16,13851
2014,4,22,17,13502
2014,4,22,18,13162
2014,4,22,19,13521
2014,4,22,20,12656
2014,4,22,21,11615
2014,4,22,22,10585
2014,4,22,23,9890
2014,4,23,0,9567
2014,4,23,1,9437
2014,4,23,2,9458
2014,4,23,3,9866
2014,4,23,4,10946
2014,4,23,5,12807
2014,4,23,6,14264
2014,4,23,7,14826
2014,4,23,8,14888
2014,4,23,9,14897
2014,4,23,10,14772
2014,4,23,11,14848
2014,4,23,12,14734
2014,4,23,13,14680
2014,4,23,14,14628
2014,4,23,15,14676
2014,4,23,16,13962
2014,4,23,17,13484
2014,4,23,18,13293
2014,4,23,19,13588
2014,4,23,20,12726
2014,4,23,21,11799
2014,4,23,22,10745
2014,4,23,23,9998
2014,4,24,0,9691
2014,4,24,1,9557
2014,4,24,2,9608
2014,4,24,3,9990
2014,4,24,4,11101
2014,4,24,5,12910
2014,4,24,6,14274
2014,4,24,7,14922
2014,4,24,8,15078
2014,4,24,9,15056
2014,4,24,10,14878
2014,4,24,11,14975
2014,4,24,12,14954
2014,4,24,13,14835
2014,4,24,14,14779
2014,4,24,15,14821
2014,4,24,16,14394
2014,4,24,17,14052
2014,4,24,18,13813
2014,4,24,19,13744
2014,4,24,20,12765
2014,4,24,21,11848
2014,4,24,22,10834
2014,4,24,23,10107
2014,4,25,0,9785
2014,4,25,1,9616
2014,4,25,2,9630
2014,4,25,3,9994
2014,4,25,4,10958
2014,4,25,5,12719
2014,4,25,6,14129
2014,4,25,7,14707
2014,4,25,8,14878
2014,4,25,9,14996
2014,4,25,10,14758
2014,4,25,11,14764
2014,4,25,12,14644
2014,4,25,13,14431
2014,4,25,14,14319
2014,4,25,15,14382
2014,4,25,16,13878
2014,4,25,17,13475
2014,4,25,18,13148
2014,4,25,19,12998
2014,4,25,20,12230
2014,4,25,21,11466
2014,4,25,22,10511
2014,4,25,23,9802
2014,4,26,0,9410
2014,4,26,1,9218
2014,4,26,2,9127
2014,4,26,3,9128
2014,4,26,4,9230
2014,4,26,5,9815
2014,4,26,6,10582
2014,4,26,7,11245
2014,4,26,8,11408
2014,4,26,9,11419
2014,4,26,10,11263
2014,4,26,11,11097
2014,4,26,12,10904
2014,4,26,13,10800
2014,4,26,14,10942
2014,4,26,15,11391
2014,4,26,16,11483
2014,4,26,17,11392
2014,4,26,18,11338
2014,4,26,19,11526
2014,4,26,20,11175
2014,4,26,21,10533
2014,4,26,22,9843
2014,4,26,23,9217
2014,4,27,0,8858
2014,4,27,1,8689
2014,4,27,2,8635
2014,4,27,3,8652
2014,4,27,4,8584
2014,4,27,5,8931
2014,4,27,6,9758
2014,4,27,7,10518
2014,4,27,8,11066
2014,4,27,9,11448
2014,4,27,10,11703
2014,4,27,11,11592
2014,4,27,12,11338
2014,4,27,13,11093
2014,4,27,14,11057
2014,4,27,15,11603
2014,4,27,16,11699
2014,4,27,17,11527
2014,4,27,18,11496
2014,4,27,19,11820
2014,4,27,20,11461
2014,4,27,21,10558
2014,4,27,22,9749
2014,4,27,23,9244
2014,4,28,0,9045
2014,4,28,1,9016
2014,4,28,2,9084
2014,4,28,3,9501
2014,4,28,4,10525
2014,4,28,5,12174
2014,4,28,6,13707
2014,4,28,7,14408
2014,4,28,8,14649
2014,4,28,9,14801
2014,4,28,10,14746
2014,4,28,11,14857
2014,4,28,12,14696
2014,4,28,13,14552
2014,4,28,14,14439
2014,4,28,15,14417
2014,4,28,16,13762
2014,4,28,17,13293
2014,4,28,18,12966
2014,4,28,19,13148
2014,4,28,20,12456
2014,4,28,21,11588
2014,4,28,22,10621
2014,4,28,23,9939
2014,4,29,0,9636
2014,4,29,1,9490
2014,4,29,2,9545
2014,4,29,3,9871
2014,4,29,4,10817
2014,4,29,5,12437
2014,4,29,6,13970
2014,4,29,7,14746
2014,4,29,8,15209
2014,4,29,9,15411
2014,4,29,10,15197
2014,4,29,11,15148
2014,4,29,12,15047
2014,4,29,13,14885
2014,4,29,14,14696
2014,4,29,15,14718
2014,4,29,16,14057
2014,4,29,17,13613
2014,4,29,18,13339
2014,4,29,19,13476
2014,4,29,20,12612
2014,4,29,21,11789
2014,4,29,22,10819
2014,4,29,23,10125
2014,4,30,0,9790
2014,4,30,1,9700
2014,4,30,2,9715
2014,4,30,3,10055
2014,4,30,4,10909
2014,4,30,5,12443
2014,4,30,6,13966
2014,4,30,7,14771
2014,4,30,8,14973
2014,4,30,9,14991
2014,4,30,10,14842
2014,4,30,11,14781
2014,4,30,12,14646
2014,4,30,13,14465
2014,4,30,14,14466
2014,4,30,15,14478
2014,4,30,16,13793
2014,4,30,17,13443
2014,4,30,18,13202
2014,4,30,19,13356
2014,4,30,20,12593
2014,4,30,21,11727
2014,4,30,22,10693
2014,4,30,23,9984
2014,5,1,0,9679
2014,5,1,1,9535
2014,5,1,2,9587
2014,5,1,3,9962
2014,5,1,4,10809
2014,5,1,5,12472
2014,5,1,6,13953
2014,5,1,7,14742
2014,5,1,8,14973
2014,5,1,9,15065
2014,5,1,10,14846
2014,5,1,11,14830
2014,5,1,12,14718
2014,5,1,13,14594
2014,5,1,14,14506
2014,5,1,15,14555
2014,5,1,16,14024
2014,5,1,17,13676
2014,5,1,18,13381
2014,5,1,19,13443
2014,5,1,20,12619
2014,5,1,21,11836
2014,5,1,22,10806
2014,5,1,23,10119
2014,5,2,0,9794
2014,5,2,1,9639
2014,5,2,2,9618
2014,5,2,3,9951
2014,5,2,4,10849
2014,5,2,5,12435
2014,5,2,6,13931
2014,5,2,7,14640
2014,5,2,8,14946
2014,5,2,9,15064
2014,5,2,10,14911
2014,5,2,11,14854
2014,5,2,12,14693
2014,5,2,13,14406
2014,5,2,14,14212
2014,5,2,15,14287
2014,5,2,16,13756
2014,5,2,17,13347
2014,5,2,18,12985
2014,5,2,19,12892
2014,5,2,20,12320
2014,5,2,21,11566
2014,5,2,22,10645
2014,5,2,23,9878
2014,5,3,0,9488
2014,5,3,1,9266
2014,5,3,2,9224
2014,5,3,3,9249
2014,5,3,4,9400
2014,5,3,5,10090
2014,5,3,6,10978
2014,5,3,7,11892
2014,5,3,8,12236
2014,5,3,9,12279
2014,5,3,10,12191
2014,5,3,11,11970
2014,5,3,12,11683
2014,5,3,13,11515
2014,5,3,14,11561
2014,5,3,15,11815
2014,5,3,16,11817
2014,5,3,17,11671
2014,5,3,18,11487
2014,5,3,19,11724
2014,5,3,20,11483
2014,5,3,21,10783
2014,5,3,22,10069
2014,5,3,23,9447
2014,5,4,0,9129
2014,5,4,1,8971
2014,5,4,2,8838
2014,5,4,3,8806
2014,5,4,4,8628
2014,5,4,5,9031
2014,5,4,6,9673
2014,5,4,7,10281
2014,5,4,8,10766
2014,5,4,9,11017
2014,5,4,10,11161
2014,5,4,11,10980
2014,5,4,12,10771
2014,5,4,13,10627
2014,5,4,14,10821
2014,5,4,15,11497
2014,5,4,16,11691
2014,5,4,17,11553
2014,5,4,18,11355
2014,5,4,19,11788
2014,5,4,20,11546
2014,5,4,21,10774
2014,5,4,22,10025
2014,5,4,23,9475
2014,5,5,0,9211
2014,5,5,1,9147
2014,5,5,2,9234
2014,5,5,3,9624
2014,5,5,4,10446
2014,5,5,5,11963
2014,5,5,6,13419
2014,5,5,7,14034
2014,5,5,8,14270
2014,5,5,9,14306
2014,5,5,10,14112
2014,5,5,11,14221
2014,5,5,12,14044
2014,5,5,13,13899
2014,5,5,14,13840
2014,5,5,15,14016
2014,5,5,16,13474
2014,5,5,17,13198
2014,5,5,18,12853
2014,5,5,19,13007
2014,5,5,20,12446
2014,5,5,21,11660
2014,5,5,22,10674
2014,5,5,23,9990
2014,5,6,0,9646
2014,5,6,1,9547
2014,5,6,2,9585
2014,5,6,3,9917
2014,5,6,4,10829
2014,5,6,5,12566
2014,5,6,6,13944
2014,5,6,7,14689
2014,5,6,8,14943
2014,5,6,9,15102
2014,5,6,10,15020
2014,5,6,11,14976
2014,5,6,12,14880
2014,5,6,13,14778
2014,5,6,14,14704
2014,5,6,15,14599
2014,5,6,16,13946
2014,5,6,17,13651
2014,5,6,18,13303
2014,5,6,19,13318
2014,5,6,20,12713
2014,5,6,21,11867
2014,5,6,22,10865
2014,5,6,23,10101
2014,5,7,0,9746
2014,5,7,1,9637
2014,5,7,2,9624
2014,5,7,3,9943
2014,5,7,4,10836
2014,5,7,5,12592
2014,5,7,6,14115
2014,5,7,7,14744
2014,5,7,8,15054
2014,5,7,9,15218
2014,5,7,10,14978
2014,5,7,11,15090
2014,5,7,12,14993
2014,5,7,13,14822
2014,5,7,14,14693
2014,5,7,15,14633
2014,5,7,16,13881
2014,5,7,17,13592
2014,5,7,18,13239
2014,5,7,19,13299
2014,5,7,20,12710
2014,5,7,21,11889
2014,5,7,22,10834
2014,5,7,23,10120
2014,5,8,0,9826
2014,5,8,1,9688
2014,5,8,2,9684
2014,5,8,3,10004
2014,5,8,4,10967
2014,5,8,5,12779
2014,5,8,6,14389
2014,5,8,7,15064
2014,5,8,8,15325
2014,5,8,9,15433
2014,5,8,10,15335
2014,5,8,11,15393
2014,5,8,12,15378
2014,5,8,13,15288
2014,5,8,14,15231
2014,5,8,15,15220
2014,5,8,16,14761
2014,5,8,17,14487
2014,5,8,18,14052
2014,5,8,19,13844
2014,5,8,20,12957
2014,5,8,21,12035
2014,5,8,22,11012
2014,5,8,23,10260
2014,5,9,0,9929
2014,5,9,1,9766
2014,5,9,2,9797
2014,5,9,3,10098
2014,5,9,4,10909
2014,5,9,5,12657
2014,5,9,6,14320
2014,5,9,7,15138
2014,5,9,8,15387
2014,5,9,9,15460
2014,5,9,10,15127
2014,5,9,11,15052
2014,5,9,12,14837
2014,5,9,13,14602
2014,5,9,14,14404
2014,5,9,15,14471
2014,5,9,16,14106
2014,5,9,17,13758
2014,5,9,18,13194
2014,5,9,19,12910
2014,5,9,20,12455
2014,5,9,21,11747
2014,5,9,22,10743
2014,5,9,23,9999
2014,5,10,0,9554
2014,5,10,1,9393
2014,5,10,2,9280
2014,5,10,3,9180
2014,5,10,4,9221
2014,5,10,5,10007
2014,5,10,6,11175
2014,5,10,7,12338
2014,5,10,8,12921
2014,5,10,9,13128
2014,5,10,10,13181
2014,5,10,11,13019
2014,5,10,12,12829
2014,5,10,13,12589
2014,5,10,14,12461
2014,5,10,15,12582
2014,5,10,16,12372
2014,5,10,17,12031
2014,5,10,18,11835
2014,5,10,19,11894
2014,5,10,20,11642
2014,5,10,21,10998
2014,5,10,22,10303
2014,5,10,23,9509
2014,5,11,0,9030
2014,5,11,1,8760
2014,5,11,2,8651
2014,5,11,3,8590
2014,5,11,4,8493
2014,5,11,5,8920
2014,5,11,6,9799
2014,5,11,7,10633
2014,5,11,8,11287
2014,5,11,9,11622
2014,5,11,10,11754
2014,5,11,11,11628
2014,5,11,12,11429
2014,5,11,13,11251
2014,5,11,14,11207
2014,5,11,15,11720
2014,5,11,16,11931
2014,5,11,17,11913
2014,5,11,18,11865
2014,5,11,19,11945
2014,5,11,20,11646
2014,5,11,21,10718
2014,5,11,22,9847
2014,5,11,23,9289
2014,5,12,0,9102
2014,5,12,1,9075
2014,5,12,2,9142
2014,5,12,3,9522
2014,5,12,4,10657
2014,5,12,5,12638
2014,5,12,6,14257
2014,5,12,7,15027
2014,5,12,8,15167
2014,5,12,9,15257
2014,5,12,10,15101
2014,5,12,11,15167
2014,5,12,12,15037
2014,5,12,13,14906
2014,5,12,14,14928
2014,5,12,15,14887
2014,5,12,16,14229
2014,5,12,17,13802
2014,5,12,18,13213
2014,5,12,19,13093
2014,5,12,20,12617
2014,5,12,21,11693
2014,5,12,22,10667
2014,5,12,23,10000
2014,5,13,0,9678
2014,5,13,1,9524
2014,5,13,2,9584
2014,5,13,3,9878
2014,5,13,4,10972
2014,5,13,5,12892
2014,5,13,6,14254
2014,5,13,7,14947
2014,5,13,8,15094
2014,5,13,9,15163
2014,5,13,10,14931
2014,5,13,11,14948
2014,5,13,12,14787
2014,5,13,13,14603
2014,5,13,14,14521
2014,5,13,15,14451
2014,5,13,16,13785
2014,5,13,17,13355
2014,5,13,18,12963
2014,5,13,19,12864
2014,5,13,20,12679
2014,5,13,21,11719
2014,5,13,22,10717
2014,5,13,23,9991
2014,5,14,0,9629
2014,5,14,1,9473
2014,5,14,2,9538
2014,5,14,3,9792
2014,5,14,4,10737
2014,5,14,5,12676
2014,5,14,6,14089
2014,5,14,7,14737
2014,5,14,8,15013
2014,5,14,9,15190
2014,5,14,10,15076
2014,5,14,11,15100
2014,5,14,12,14887
2014,5,14,13,14675
2014,5,14,14,14570
2014,5,14,15,14478
2014,5,14,16,13815
2014,5,14,17,13400
2014,5,14,18,12934
2014,5,14,19,12908
2014,5,14,20,12683
2014,5,14,21,11804
2014,5,14,22,10779
2014,5,14,23,10038
2014,5,15,0,9707
2014,5,15,1,9509
2014,5,15,2,9527
2014,5,15,3,9772
2014,5,15,4,10758
2014,5,15,5,12748
2014,5,15,6,14140
2014,5,15,7,14774
2014,5,15,8,14855
2014,5,15,9,14967
2014,5,15,10,14702
2014,5,15,11,14693
2014,5,15,12,14513
2014,5,15,13,14388
2014,5,15,14,14351
2014,5,15,15,14391
2014,5,15,16,13775
2014,5,15,17,13440
2014,5,15,18,13054
2014,5,15,19,12842
2014,5,15,20,12566
2014,5,15,21,11807
2014,5,15,22,10827
2014,5,15,23,10063
2014,5,16,0,9690
2014,5,16,1,9547
2014,5,16,2,9560
2014,5,16,3,9793
2014,5,16,4,10726
2014,5,16,5,12583
2014,5,16,6,14034
2014,5,16,7,14627
2014,5,16,8,14744
2014,5,16,9,14697
2014,5,16,10,14403
2014,5,16,11,14329
2014,5,16,12,14107
2014,5,16,13,13878
2014,5,16,14,13767
2014,5,16,15,13874
2014,5,16,16,13481
2014,5,16,17,13010
2014,5,16,18,12493
2014,5,16,19,12228
2014,5,16,20,12190
2014,5,16,21,11511
2014,5,16,22,10552
2014,5,16,23,9816
2014,5,17,0,9336
2014,5,17,1,9154
2014,5,17,2,9087
2014,5,17,3,8925
2014,5,17,4,9113
2014,5,17,5,9900
2014,5,17,6,10888
2014,5,17,7,11792
2014,5,17,8,12117
2014,5,17,9,12083
2014,5,17,10,11866
2014,5,17,11,11638
2014,5,17,12,11387
2014,5,17,13,11199
2014,5,17,14,11224
2014,5,17,15,11535
2014,5,17,16,11585
2014,5,17,17,11416
2014,5,17,18,11244
2014,5,17,19,11153
2014,5,17,20,11289
2014,5,17,21,10694
2014,5,17,22,9824
2014,5,17,23,9271
2014,5,18,0,8927
2014,5,18,1,8706
2014,5,18,2,8580
2014,5,18,3,8376
2014,5,18,4,8320
2014,5,18,5,8687
2014,5,18,6,9420
2014,5,18,7,10156
2014,5,18,8,10584
2014,5,18,9,10685
2014,5,18,10,10710
2014,5,18,11,10567
2014,5,18,12,10344
2014,5,18,13,10257
2014,5,18,14,10471
2014,5,18,15,11099
2014,5,18,16,11276
2014,5,18,17,11320
2014,5,18,18,11215
2014,5,18,19,11201
2014,5,18,20,11385
2014,5,18,21,10604
2014,5,18,22,9845
2014,5,18,23,9336
2014,5,19,0,9149
2014,5,19,1,9098
2014,5,19,2,9135
2014,5,19,3,9307
2014,5,19,4,10347
2014,5,19,5,12247
2014,5,19,6,13808
2014,5,19,7,14451
2014,5,19,8,14599
2014,5,19,9,14756
2014,5,19,10,14704
2014,5,19,11,14866
2014,5,19,12,14774
2014,5,19,13,14684
2014,5,19,14,14692
2014,5,19,15,14589
2014,5,19,16,13864
2014,5,19,17,13354
2014,5,19,18,12855
2014,5,19,19,12617
2014,5,19,20,12613
2014,5,19,21,11820
2014,5,19,22,10735
2014,5,19,23,10026
2014,5,20,0,9697
2014,5,20,1,9616
2014,5,20,2,9579
2014,5,20,3,9719
2014,5,20,4,10696
2014,5,20,5,12621
2014,5,20,6,14075
2014,5,20,7,14857
2014,5,20,8,15116
2014,5,20,9,15307
2014,5,20,10,15117
2014,5,20,11,15197
2014,5,20,12,15169
2014,5,20,13,15079
2014,5,20,14,15040
2014,5,20,15,14878
2014,5,20,16,14082
2014,5,20,17,13628
2014,5,20,18,13030
2014,5,20,19,12890
2014,5,20,20,12674
2014,5,20,21,11836
2014,5,20,22,10828
2014,5,20,23,10138
2014,5,21,0,9867
2014,5,21,1,9696
2014,5,21,2,9700
2014,5,21,3,9829
2014,5,21,4,10719
2014,5,21,5,12567
2014,5,21,6,14083
2014,5,21,7,14855
2014,5,21,8,15078
2014,5,21,9,15203
2014,5,21,10,15130
2014,5,21,11,15326
2014,5,21,12,15242
2014,5,21,13,15146
2014,5,21,14,15101
2014,5,21,15,14897
2014,5,21,16,14122
2014,5,21,17,13718
2014,5,21,18,13287
2014,5,21,19,13156
2014,5,21,20,12773
2014,5,21,21,11920
2014,5,21,22,10854
2014,5,21,23,10197
2014,5,22,0,9937
2014,5,22,1,9784
2014,5,22,2,9799
2014,5,22,3,9887
2014,5,22,4,10858
2014,5,22,5,12721
2014,5,22,6,14121
2014,5,22,7,14699
2014,5,22,8,14781
2014,5,22,9,14794
2014,5,22,10,14692
2014,5,22,11,14779
2014,5,22,12,14796
2014,5,22,13,14770
2014,5,22,14,14710
2014,5,22,15,14627
2014,5,22,16,13943
2014,5,22,17,13638
2014,5,22,18,13282
2014,5,22,19,12896
2014,5,22,20,12528
2014,5,22,21,11744
2014,5,22,22,10757
2014,5,22,23,10053
2014,5,23,0,9715
2014,5,23,1,9599
2014,5,23,2,9583
2014,5,23,3,9697
2014,5,23,4,10616
2014,5,23,5,12488
2014,5,23,6,14028
2014,5,23,7,14764
2014,5,23,8,14990
2014,5,23,9,15112
2014,5,23,10,14915
2014,5,23,11,14998
2014,5,23,12,14813
2014,5,23,13,14496
2014,5,23,14,14288
2014,5,23,15,14211
2014,5,23,16,13575
2014,5,23,17,13111
2014,5,23,18,12678
2014,5,23,19,12273
2014,5,23,20,12211
2014,5,23,21,11612
2014,5,23,22,10653
2014,5,23,23,9944
2014,5,24,0,9518
2014,5,24,1,9321
2014,5,24,2,9187
2014,5,24,3,8956
2014,5,24,4,9180
2014,5,24,5,9928
2014,5,24,6,10965
2014,5,24,7,12002
2014,5,24,8,12364
2014,5,24,9,12412
2014,5,24,10,12238
2014,5,24,11,11993
2014,5,24,12,11843
2014,5,24,13,11645
2014,5,24,14,11582
2014,5,24,15,11788
2014,5,24,16,11776
2014,5,24,17,11575
2014,5,24,18,11376
2014,5,24,19,11201
2014,5,24,20,11276
2014,5,24,21,10763
2014,5,24,22,10029
2014,5,24,23,9360
2014,5,25,0,8980
2014,5,25,1,8772
2014,5,25,2,8655
2014,5,25,3,8383
2014,5,25,4,8354
2014,5,25,5,8718
2014,5,25,6,9417
2014,5,25,7,10151
2014,5,25,8,10619
2014,5,25,9,10885
2014,5,25,10,11035
2014,5,25,11,10919
2014,5,25,12,10738
2014,5,25,13,10582
2014,5,25,14,10700
2014,5,25,15,11231
2014,5,25,16,11392
2014,5,25,17,11313
2014,5,25,18,11213
2014,5,25,19,11103
2014,5,25,20,11364
2014,5,25,21,10699
2014,5,25,22,9935
2014,5,25,23,9419
2014,5,26,0,9203
2014,5,26,1,9145
2014,5,26,2,9228
2014,5,26,3,9439
2014,5,26,4,10499
2014,5,26,5,12375
2014,5,26,6,13936
2014,5,26,7,14622
2014,5,26,8,14902
2014,5,26,9,15133
2014,5,26,10,15087
2014,5,26,11,15319
2014,5,26,12,15265
2014,5,26,13,15196
2014,5,26,14,15156
2014,5,26,15,15035
2014,5,26,16,14224
2014,5,26,17,13778
2014,5,26,18,13185
2014,5,26,19,12898
2014,5,26,20,12555
2014,5,26,21,11747
2014,5,26,22,10696
2014,5,26,23,10053
2014,5,27,0,9742
2014,5,27,1,9600
2014,5,27,2,9617
2014,5,27,3,9815
2014,5,27,4,10911
2014,5,27,5,12699
2014,5,27,6,14260
2014,5,27,7,14938
2014,5,27,8,15226
2014,5,27,9,15379
2014,5,27,10,15382
2014,5,27,11,15448
2014,5,27,12,15381
2014,5,27,13,15353
2014,5,27,14,15324
2014,5,27,15,15256
2014,5,27,16,14491
2014,5,27,17,14025
2014,5,27,18,13535
2014,5,27,19,13196
2014,5,27,20,12774
2014,5,27,21,11898
2014,5,27,22,10835
2014,5,27,23,10135
2014,5,28,0,9835
2014,5,28,1,9710
2014,5,28,2,9720
2014,5,28,3,9907
2014,5,28,4,10916
2014,5,28,5,12799
2014,5,28,6,14280
2014,5,28,7,15054
2014,5,28,8,15284
2014,5,28,9,15408
2014,5,28,10,15256
2014,5,28,11,15284
2014,5,28,12,15152
2014,5,28,13,14961
2014,5,28,14,14804
2014,5,28,15,14656
2014,5,28,16,13965
2014,5,28,17,13511
2014,5,28,18,13019
2014,5,28,19,12726
2014,5,28,20,12189
2014,5,28,21,11516
2014,5,28,22,10519
2014,5,28,23,9708
2014,5,29,0,9321
2014,5,29,1,9161
2014,5,29,2,9054
2014,5,29,3,8913
2014,5,29,4,8984
2014,5,29,5,9578
2014,5,29,6,10384
2014,5,29,7,11130
2014,5,29,8,11673
2014,5,29,9,11867
2014,5,29,10,11873
2014,5,29,11,11688
2014,5,29,12,11473
2014,5,29,13,11316
2014,5,29,14,11365
2014,5,29,15,11820
2014,5,29,16,11797
2014,5,29,17,11564
2014,5,29,18,11237
2014,5,29,19,11082
2014,5,29,20,11246
2014,5,29,21,10648
2014,5,29,22,9853
2014,5,29,23,9226
2014,5,30,0,8926
2014,5,30,1,8839
2014,5,30,2,8838
2014,5,30,3,8876
2014,5,30,4,9579
2014,5,30,5,10619
2014,5,30,6,11787
2014,5,30,7,12547
2014,5,30,8,12853
2014,5,30,9,12894
2014,5,30,10,12803
2014,5,30,11,12746
2014,5,30,12,12497
2014,5,30,13,12265
2014,5,30,14,12369
2014,5,30,15,12682
2014,5,30,16,12596
2014,5,30,17,12267
2014,5,30,18,11858
2014,5,30,19,11449
2014,5,30,20,11598
2014,5,30,21,11198
