Years,Months,Dates,Hours,NL_load_
2011,9,16,0,9628
2011,9,16,1,9526
2011,9,16,2,9515
2011,9,16,3,9836
2011,9,16,4,11140
2011,9,16,5,12877
2011,9,16,6,14167
2011,9,16,7,14866
2011,9,16,8,14979
2011,9,16,9,15070
2011,9,16,10,14904
2011,9,16,11,14953
2011,9,16,12,14885
2011,9,16,13,14621
2011,9,16,14,14471
2011,9,16,15,14430
2011,9,16,16,13858
2011,9,16,17,13644
2011,9,16,18,13908
2011,9,16,19,13190
2011,9,16,20,12301
2011,9,16,21,11637
2011,9,16,22,10661
2011,9,16,23,9922
2011,9,17,0,9545
2011,9,17,1,9306
2011,9,17,2,9246
2011,9,17,3,9272
2011,9,17,4,9670
2011,9,17,5,10277
2011,9,17,6,11314
2011,9,17,7,12307
2011,9,17,8,12745
2011,9,17,9,12884
2011,9,17,10,12794
2011,9,17,11,12643
2011,9,17,12,12402
2011,9,17,13,12237
2011,9,17,14,12319
2011,9,17,15,12565
2011,9,17,16,12524
2011,9,17,17,12530
2011,9,17,18,12789
2011,9,17,19,12196
2011,9,17,20,11584
2011,9,17,21,10882
2011,9,17,22,10117
2011,9,17,23,9534
2011,9,18,0,9198
2011,9,18,1,9008
2011,9,18,2,8922
2011,9,18,3,8934
2011,9,18,4,9078
2011,9,18,5,9275
2011,9,18,6,9877
2011,9,18,7,10612
2011,9,18,8,11159
2011,9,18,9,11516
2011,9,18,10,11713
2011,9,18,11,11697
2011,9,18,12,11486
2011,9,18,13,11262
2011,9,18,14,11244
2011,9,18,15,11765
2011,9,18,16,11928
2011,9,18,17,12019
2011,9,18,18,12801
2011,9,18,19,12307
2011,9,18,20,11596
2011,9,18,21,10569
2011,9,18,22,9830
2011,9,18,23,9398
2011,9,19,0,9213
2011,9,19,1,9159
2011,9,19,2,9256
2011,9,19,3,9662
2011,9,19,4,10976
2011,9,19,5,12889
2011,9,19,6,14130
2011,9,19,7,14719
2011,9,19,8,14817
2011,9,19,9,15036
2011,9,19,10,14940
2011,9,19,11,15096
2011,9,19,12,15031
2011,9,19,13,14884
2011,9,19,14,14742
2011,9,19,15,14531
2011,9,19,16,13820
2011,9,19,17,13669
2011,9,19,18,14224
2011,9,19,19,13564
2011,9,19,20,12508
2011,9,19,21,11512
2011,9,19,22,10522
2011,9,19,23,9882
2011,9,20,0,9591
2011,9,20,1,9491
2011,9,20,2,9503
2011,9,20,3,9847
2011,9,20,4,11195
2011,9,20,5,13083
2011,9,20,6,14212
2011,9,20,7,14828
2011,9,20,8,15054
2011,9,20,9,15237
2011,9,20,10,15210
2011,9,20,11,15246
2011,9,20,12,15161
2011,9,20,13,15050
2011,9,20,14,14941
2011,9,20,15,14828
2011,9,20,16,14106
2011,9,20,17,14148
2011,9,20,18,14385
2011,9,20,19,13624
2011,9,20,20,12420
2011,9,20,21,11543
2011,9,20,22,10536
2011,9,20,23,9872
2011,9,21,0,9601
2011,9,21,1,9484
2011,9,21,2,9517
2011,9,21,3,9825
2011,9,21,4,11123
2011,9,21,5,13058
2011,9,21,6,14283
2011,9,21,7,14984
2011,9,21,8,15164
2011,9,21,9,15232
2011,9,21,10,15096
2011,9,21,11,15181
2011,9,21,12,15118
2011,9,21,13,14941
2011,9,21,14,14874
2011,9,21,15,14829
2011,9,21,16,14155
2011,9,21,17,14192
2011,9,21,18,14368
2011,9,21,19,13651
2011,9,21,20,12598
2011,9,21,21,11715
2011,9,21,22,10683
2011,9,21,23,10013
2011,9,22,0,9756
2011,9,22,1,9597
2011,9,22,2,9562
2011,9,22,3,9894
2011,9,22,4,11199
2011,9,22,5,13162
2011,9,22,6,14354
2011,9,22,7,14973
2011,9,22,8,15135
2011,9,22,9,15231
2011,9,22,10,15042
2011,9,22,11,15124
2011,9,22,12,15044
2011,9,22,13,14895
2011,9,22,14,14789
2011,9,22,15,14590
2011,9,22,16,13978
2011,9,22,17,14134
2011,9,22,18,14541
2011,9,22,19,13633
2011,9,22,20,12497
2011,9,22,21,11652
2011,9,22,22,10664
2011,9,22,23,10002
2011,9,23,0,9703
2011,9,23,1,9590
2011,9,23,2,9626
2011,9,23,3,9959
2011,9,23,4,11290
2011,9,23,5,13056
2011,9,23,6,14280
2011,9,23,7,14909
2011,9,23,8,15045
2011,9,23,9,15136
2011,9,23,10,14963
2011,9,23,11,14970
2011,9,23,12,14846
2011,9,23,13,14618
2011,9,23,14,14428
2011,9,23,15,14336
2011,9,23,16,13641
2011,9,23,17,13582
2011,9,23,18,13970
2011,9,23,19,13066
2011,9,23,20,12164
2011,9,23,21,11551
2011,9,23,22,10601
2011,9,23,23,9821
2011,9,24,0,9420
2011,9,24,1,9218
2011,9,24,2,9136
2011,9,24,3,9189
2011,9,24,4,9628
2011,9,24,5,10305
2011,9,24,6,11240
2011,9,24,7,12178
2011,9,24,8,12591
2011,9,24,9,12655
2011,9,24,10,12558
2011,9,24,11,12361
2011,9,24,12,12133
2011,9,24,13,11923
2011,9,24,14,11935
2011,9,24,15,12105
2011,9,24,16,12090
2011,9,24,17,12283
2011,9,24,18,12706
2011,9,24,19,12123
2011,9,24,20,11528
2011,9,24,21,10843
2011,9,24,22,10052
2011,9,24,23,9420
2011,9,25,0,9087
2011,9,25,1,8923
2011,9,25,2,8848
2011,9,25,3,8848
2011,9,25,4,9008
2011,9,25,5,9194
2011,9,25,6,9847
2011,9,25,7,10588
2011,9,25,8,11096
2011,9,25,9,11403
2011,9,25,10,11555
2011,9,25,11,11486
2011,9,25,12,11255
2011,9,25,13,11074
2011,9,25,14,11156
2011,9,25,15,11687
2011,9,25,16,11901
2011,9,25,17,12392
2011,9,25,18,12971
2011,9,25,19,12415
2011,9,25,20,11707
2011,9,25,21,10745
2011,9,25,22,9949
2011,9,25,23,9503
2011,9,26,0,9340
2011,9,26,1,9275
2011,9,26,2,9319
2011,9,26,3,9686
2011,9,26,4,11052
2011,9,26,5,13091
2011,9,26,6,14173
2011,9,26,7,14761
2011,9,26,8,15014
2011,9,26,9,15285
2011,9,26,10,15275
2011,9,26,11,15420
2011,9,26,12,15378
2011,9,26,13,15248
2011,9,26,14,15184
2011,9,26,15,15034
2011,9,26,16,14248
2011,9,26,17,14542
2011,9,26,18,14577
2011,9,26,19,13782
2011,9,26,20,12662
2011,9,26,21,11785
2011,9,26,22,10794
2011,9,26,23,10121
2011,9,27,0,9833
2011,9,27,1,9752
2011,9,27,2,9747
2011,9,27,3,10101
2011,9,27,4,11451
2011,9,27,5,13486
2011,9,27,6,14575
2011,9,27,7,15169
2011,9,27,8,15354
2011,9,27,9,15472
2011,9,27,10,15392
2011,9,27,11,15542
2011,9,27,12,15438
2011,9,27,13,15290
2011,9,27,14,15177
2011,9,27,15,14963
2011,9,27,16,14107
2011,9,27,17,14271
2011,9,27,18,14669
2011,9,27,19,13882
2011,9,27,20,12781
2011,9,27,21,11835
2011,9,27,22,10888
2011,9,27,23,10203
2011,9,28,0,9882
2011,9,28,1,9748
2011,9,28,2,9761
2011,9,28,3,10099
2011,9,28,4,11415
2011,9,28,5,13330
2011,9,28,6,14406
2011,9,28,7,15059
2011,9,28,8,15330
2011,9,28,9,15500
2011,9,28,10,15456
2011,9,28,11,15661
2011,9,28,12,15636
2011,9,28,13,15498
2011,9,28,14,15329
2011,9,28,15,15185
2011,9,28,16,14286
2011,9,28,17,14447
2011,9,28,18,14799
2011,9,28,19,13990
2011,9,28,20,12900
2011,9,28,21,12064
2011,9,28,22,11018
2011,9,28,23,10337
2011,9,29,0,10049
2011,9,29,1,9911
2011,9,29,2,9912
2011,9,29,3,10200
2011,9,29,4,11478
2011,9,29,5,13465
2011,9,29,6,14508
2011,9,29,7,15155
2011,9,29,8,15446
2011,9,29,9,15716
2011,9,29,10,15705
2011,9,29,11,15872
2011,9,29,12,15810
2011,9,29,13,15673
2011,9,29,14,15506
2011,9,29,15,15286
2011,9,29,16,14486
2011,9,29,17,14704
2011,9,29,18,14953
2011,9,29,19,14024
2011,9,29,20,12932
2011,9,29,21,12046
2011,9,29,22,11014
2011,9,29,23,10309
2011,9,30,0,10000
2011,9,30,1,9869
2011,9,30,2,9902
2011,9,30,3,10242
2011,9,30,4,11470
2011,9,30,5,13295
2011,9,30,6,14391
2011,9,30,7,15054
2011,9,30,8,15313
2011,9,30,9,15499
2011,9,30,10,15318
2011,9,30,11,15486
2011,9,30,12,15385
2011,9,30,13,15153
2011,9,30,14,14905
2011,9,30,15,14754
2011,9,30,16,14026
2011,9,30,17,14193
2011,9,30,18,14313
2011,9,30,19,13391
2011,9,30,20,12489
2011,9,30,21,11825
2011,9,30,22,10852
2011,9,30,23,10101
2011,10,1,0,9696
2011,10,1,1,9520
2011,10,1,2,9388
2011,10,1,3,9392
2011,10,1,4,9766
2011,10,1,5,10446
2011,10,1,6,11365
2011,10,1,7,12381
2011,10,1,8,12780
2011,10,1,9,12909
2011,10,1,10,12814
2011,10,1,11,12634
2011,10,1,12,12489
2011,10,1,13,12290
2011,10,1,14,12261
2011,10,1,15,12332
2011,10,1,16,12255
2011,10,1,17,12756
2011,10,1,18,12974
2011,10,1,19,12323
2011,10,1,20,11663
2011,10,1,21,10918
2011,10,1,22,10120
2011,10,1,23,9527
2011,10,2,0,9172
2011,10,2,1,9007
2011,10,2,2,8910
2011,10,2,3,8882
2011,10,2,4,8998
2011,10,2,5,9212
2011,10,2,6,9819
2011,10,2,7,10642
2011,10,2,8,11175
2011,10,2,9,11461
2011,10,2,10,11557
2011,10,2,11,11438
2011,10,2,12,11242
2011,10,2,13,11098
2011,10,2,14,11189
2011,10,2,15,11730
2011,10,2,16,11961
2011,10,2,17,12696
2011,10,2,18,13147
2011,10,2,19,12499
2011,10,2,20,11736
2011,10,2,21,10632
2011,10,2,22,9844
2011,10,2,23,9459
2011,10,3,0,9285
2011,10,3,1,9248
2011,10,3,2,9310
2011,10,3,3,9716
2011,10,3,4,11078
2011,10,3,5,13215
2011,10,3,6,14413
2011,10,3,7,14986
2011,10,3,8,15198
2011,10,3,9,15380
2011,10,3,10,15338
2011,10,3,11,15558
2011,10,3,12,15512
2011,10,3,13,15357
2011,10,3,14,15234
2011,10,3,15,14958
2011,10,3,16,14105
2011,10,3,17,14646
2011,10,3,18,14644
2011,10,3,19,13845
2011,10,3,20,12726
2011,10,3,21,11789
2011,10,3,22,10765
2011,10,3,23,10110
2011,10,4,0,9827
2011,10,4,1,9739
2011,10,4,2,9772
2011,10,4,3,10087
2011,10,4,4,11402
2011,10,4,5,13597
2011,10,4,6,14809
2011,10,4,7,15422
2011,10,4,8,15502
2011,10,4,9,15639
2011,10,4,10,15477
2011,10,4,11,15516
2011,10,4,12,15433
2011,10,4,13,15270
2011,10,4,14,15102
2011,10,4,15,14902
2011,10,4,16,14152
2011,10,4,17,14887
2011,10,4,18,14574
2011,10,4,19,13794
2011,10,4,20,12732
2011,10,4,21,11776
2011,10,4,22,10802
2011,10,4,23,10120
2011,10,5,0,9858
2011,10,5,1,9792
2011,10,5,2,9796
2011,10,5,3,10154
2011,10,5,4,11477
2011,10,5,5,13692
2011,10,5,6,14906
2011,10,5,7,15487
2011,10,5,8,15622
2011,10,5,9,15740
2011,10,5,10,15546
2011,10,5,11,15622
2011,10,5,12,15586
2011,10,5,13,15382
2011,10,5,14,15296
2011,10,5,15,15176
2011,10,5,16,14460
2011,10,5,17,14997
2011,10,5,18,14723
2011,10,5,19,13875
2011,10,5,20,12829
2011,10,5,21,11886
2011,10,5,22,10880
2011,10,5,23,10213
2011,10,6,0,9943
2011,10,6,1,9879
2011,10,6,2,9892
2011,10,6,3,10231
2011,10,6,4,11539
2011,10,6,5,13730
2011,10,6,6,14946
2011,10,6,7,15586
2011,10,6,8,15718
2011,10,6,9,15760
2011,10,6,10,15445
2011,10,6,11,15413
2011,10,6,12,15294
2011,10,6,13,15108
2011,10,6,14,14969
2011,10,6,15,14905
2011,10,6,16,14372
2011,10,6,17,15048
2011,10,6,18,14752
2011,10,6,19,13789
2011,10,6,20,12666
2011,10,6,21,11773
2011,10,6,22,10748
2011,10,6,23,10046
2011,10,7,0,9728
2011,10,7,1,9652
2011,10,7,2,9694
2011,10,7,3,9985
2011,10,7,4,11328
2011,10,7,5,13517
2011,10,7,6,14752
2011,10,7,7,15336
2011,10,7,8,15466
2011,10,7,9,15502
2011,10,7,10,15245
2011,10,7,11,15206
2011,10,7,12,15066
2011,10,7,13,14798
2011,10,7,14,14683
2011,10,7,15,14724
2011,10,7,16,14304
2011,10,7,17,14751
2011,10,7,18,14295
2011,10,7,19,13367
2011,10,7,20,12490
2011,10,7,21,11773
2011,10,7,22,10754
2011,10,7,23,9994
2011,10,8,0,9535
2011,10,8,1,9347
2011,10,8,2,9281
2011,10,8,3,9339
2011,10,8,4,9820
2011,10,8,5,10670
2011,10,8,6,11613
2011,10,8,7,12647
2011,10,8,8,13076
2011,10,8,9,13226
2011,10,8,10,13073
2011,10,8,11,12872
2011,10,8,12,12617
2011,10,8,13,12422
2011,10,8,14,12388
2011,10,8,15,12638
2011,10,8,16,12750
2011,10,8,17,13427
2011,10,8,18,13116
2011,10,8,19,12389
2011,10,8,20,11754
2011,10,8,21,10978
2011,10,8,22,10136
2011,10,8,23,9511
2011,10,9,0,9197
2011,10,9,1,8993
2011,10,9,2,8952
2011,10,9,3,8962
2011,10,9,4,9136
2011,10,9,5,9487
2011,10,9,6,10037
2011,10,9,7,10852
2011,10,9,8,11420
2011,10,9,9,11742
2011,10,9,10,11907
2011,10,9,11,11927
2011,10,9,12,11817
2011,10,9,13,11721
2011,10,9,14,11869
2011,10,9,15,12617
2011,10,9,16,13145
2011,10,9,17,13681
2011,10,9,18,13265
2011,10,9,19,12623
2011,10,9,20,11872
2011,10,9,21,10848
2011,10,9,22,10007
2011,10,9,23,9553
2011,10,10,0,9339
2011,10,10,1,9316
2011,10,10,2,9417
2011,10,10,3,9801
2011,10,10,4,11250
2011,10,10,5,13651
2011,10,10,6,14836
2011,10,10,7,15373
2011,10,10,8,15493
2011,10,10,9,15601
2011,10,10,10,15458
2011,10,10,11,15606
2011,10,10,12,15548
2011,10,10,13,15424
2011,10,10,14,15364
2011,10,10,15,15399
2011,10,10,16,15096
2011,10,10,17,15535
2011,10,10,18,14860
2011,10,10,19,13986
2011,10,10,20,12834
2011,10,10,21,11819
2011,10,10,22,10764
2011,10,10,23,10114
2011,10,11,0,9817
2011,10,11,1,9708
2011,10,11,2,9724
2011,10,11,3,10104
2011,10,11,4,11476
2011,10,11,5,13824
2011,10,11,6,14968
2011,10,11,7,15555
2011,10,11,8,15795
2011,10,11,9,15864
2011,10,11,10,15704
2011,10,11,11,15757
2011,10,11,12,15668
2011,10,11,13,15547
2011,10,11,14,15580
2011,10,11,15,15554
2011,10,11,16,15200
2011,10,11,17,15548
2011,10,11,18,14867
2011,10,11,19,13990
2011,10,11,20,12905
2011,10,11,21,11899
2011,10,11,22,10787
2011,10,11,23,10197
2011,10,12,0,9874
2011,10,12,1,9784
2011,10,12,2,9818
2011,10,12,3,10178
2011,10,12,4,11485
2011,10,12,5,13817
2011,10,12,6,15098
2011,10,12,7,15653
2011,10,12,8,15759
2011,10,12,9,15883
2011,10,12,10,15768
2011,10,12,11,15885
2011,10,12,12,15755
2011,10,12,13,15644
2011,10,12,14,15568
2011,10,12,15,15595
2011,10,12,16,14921
2011,10,12,17,15078
2011,10,12,18,14771
2011,10,12,19,14064
2011,10,12,20,12890
2011,10,12,21,11915
2011,10,12,22,10851
2011,10,12,23,10167
2011,10,13,0,9854
2011,10,13,1,9757
2011,10,13,2,9814
2011,10,13,3,10131
2011,10,13,4,11512
2011,10,13,5,13779
2011,10,13,6,14860
2011,10,13,7,15429
2011,10,13,8,15534
2011,10,13,9,15566
2011,10,13,10,15351
2011,10,13,11,15375
2011,10,13,12,15214
2011,10,13,13,15067
2011,10,13,14,14994
2011,10,13,15,14881
2011,10,13,16,14534
2011,10,13,17,15400
2011,10,13,18,14986
2011,10,13,19,13937
2011,10,13,20,12771
2011,10,13,21,11798
2011,10,13,22,10732
2011,10,13,23,10018
2011,10,14,0,9710
2011,10,14,1,9633
2011,10,14,2,9666
2011,10,14,3,10009
2011,10,14,4,11296
2011,10,14,5,13633
2011,10,14,6,14837
2011,10,14,7,15319
2011,10,14,8,15361
2011,10,14,9,15294
2011,10,14,10,15041
2011,10,14,11,14981
2011,10,14,12,14814
2011,10,14,13,14486
2011,10,14,14,14337
2011,10,14,15,14319
2011,10,14,16,14045
2011,10,14,17,14744
2011,10,14,18,14320
2011,10,14,19,13311
2011,10,14,20,12314
2011,10,14,21,11633
2011,10,14,22,10604
2011,10,14,23,9874
2011,10,15,0,9452
2011,10,15,1,9179
2011,10,15,2,9082
2011,10,15,3,9219
2011,10,15,4,9738
2011,10,15,5,10690
2011,10,15,6,11597
2011,10,15,7,12623
2011,10,15,8,12922
2011,10,15,9,12964
2011,10,15,10,12770
2011,10,15,11,12455
2011,10,15,12,12153
2011,10,15,13,11931
2011,10,15,14,12023
2011,10,15,15,12366
2011,10,15,16,12658
2011,10,15,17,13423
2011,10,15,18,13034
2011,10,15,19,12348
2011,10,15,20,11741
2011,10,15,21,10959
2011,10,15,22,10101
2011,10,15,23,9497
2011,10,16,0,9123
2011,10,16,1,8952
2011,10,16,2,8870
2011,10,16,3,8875
2011,10,16,4,9079
2011,10,16,5,9578
2011,10,16,6,10105
2011,10,16,7,10886
2011,10,16,8,11322
2011,10,16,9,11477
2011,10,16,10,11564
2011,10,16,11,11397
2011,10,16,12,11097
2011,10,16,13,10845
2011,10,16,14,10992
2011,10,16,15,11701
2011,10,16,16,12274
2011,10,16,17,13258
2011,10,16,18,12984
2011,10,16,19,12373
2011,10,16,20,11668
2011,10,16,21,10653
2011,10,16,22,9852
2011,10,16,23,9389
2011,10,17,0,9201
2011,10,17,1,9176
2011,10,17,2,9277
2011,10,17,3,9678
2011,10,17,4,11016
2011,10,17,5,13238
2011,10,17,6,14506
2011,10,17,7,15065
2011,10,17,8,15251
2011,10,17,9,15393
2011,10,17,10,15281
2011,10,17,11,15296
2011,10,17,12,15091
2011,10,17,13,14910
2011,10,17,14,14846
2011,10,17,15,14837
2011,10,17,16,14783
2011,10,17,17,15317
2011,10,17,18,14596
2011,10,17,19,13733
2011,10,17,20,12625
2011,10,17,21,11582
2011,10,17,22,10620
2011,10,17,23,9961
2011,10,18,0,9579
2011,10,18,1,9582
2011,10,18,2,9603
2011,10,18,3,9989
2011,10,18,4,11376
2011,10,18,5,13545
2011,10,18,6,15080
2011,10,18,7,15775
2011,10,18,8,16003
2011,10,18,9,16050
2011,10,18,10,15731
2011,10,18,11,15567
2011,10,18,12,15363
2011,10,18,13,15179
2011,10,18,14,15122
2011,10,18,15,15096
2011,10,18,16,14833
2011,10,18,17,15431
2011,10,18,18,14861
2011,10,18,19,13976
2011,10,18,20,12849
2011,10,18,21,11873
2011,10,18,22,10742
2011,10,18,23,10011
2011,10,19,0,9672
2011,10,19,1,9638
2011,10,19,2,9709
2011,10,19,3,10048
2011,10,19,4,11443
2011,10,19,5,13630
2011,10,19,6,14914
2011,10,19,7,15442
2011,10,19,8,15538
2011,10,19,9,15564
2011,10,19,10,15431
2011,10,19,11,15537
2011,10,19,12,15497
2011,10,19,13,15417
2011,10,19,14,15283
2011,10,19,15,15199
2011,10,19,16,14942
2011,10,19,17,15451
2011,10,19,18,14776
2011,10,19,19,13922
2011,10,19,20,12806
2011,10,19,21,11867
2011,10,19,22,10760
2011,10,19,23,10091
2011,10,20,0,9831
2011,10,20,1,9656
2011,10,20,2,9715
2011,10,20,3,10116
2011,10,20,4,11393
2011,10,20,5,13626
2011,10,20,6,14962
2011,10,20,7,15574
2011,10,20,8,15734
2011,10,20,9,15761
2011,10,20,10,15561
2011,10,20,11,15547
2011,10,20,12,15379
2011,10,20,13,15172
2011,10,20,14,15195
2011,10,20,15,15198
2011,10,20,16,15128
2011,10,20,17,15583
2011,10,20,18,14954
2011,10,20,19,14030
2011,10,20,20,12920
2011,10,20,21,11919
2011,10,20,22,10892
2011,10,20,23,10176
2011,10,21,0,9835
2011,10,21,1,9739
2011,10,21,2,9747
2011,10,21,3,10134
2011,10,21,4,11420
2011,10,21,5,13357
2011,10,21,6,14627
2011,10,21,7,15463
2011,10,21,8,15683
2011,10,21,9,15686
2011,10,21,10,15362
2011,10,21,11,15189
2011,10,21,12,14943
2011,10,21,13,14655
2011,10,21,14,14472
2011,10,21,15,14567
2011,10,21,16,14525
2011,10,21,17,15008
2011,10,21,18,14363
2011,10,21,19,13434
2011,10,21,20,12520
2011,10,21,21,11741
2011,10,21,22,10710
2011,10,21,23,9961
2011,10,22,0,9553
2011,10,22,1,9344
2011,10,22,2,9297
2011,10,22,3,9362
2011,10,22,4,9857
2011,10,22,5,10813
2011,10,22,6,11776
2011,10,22,7,12895
2011,10,22,8,13248
2011,10,22,9,13210
2011,10,22,10,12978
2011,10,22,11,12684
2011,10,22,12,12372
2011,10,22,13,12151
2011,10,22,14,12197
2011,10,22,15,12576
2011,10,22,16,13092
2011,10,22,17,13737
2011,10,22,18,13189
2011,10,22,19,12499
2011,10,22,20,11894
2011,10,22,21,11037
2011,10,22,22,10161
2011,10,22,23,9539
2011,10,23,0,9159
2011,10,23,1,9008
2011,10,23,2,8946
2011,10,23,3,8937
2011,10,23,4,9140
2011,10,23,5,9694
2011,10,23,6,10259
2011,10,23,7,11080
2011,10,23,8,11462
2011,10,23,9,11683
2011,10,23,10,11785
2011,10,23,11,11620
2011,10,23,12,11333
2011,10,23,13,11089
2011,10,23,14,11188
2011,10,23,15,11947
2011,10,23,16,12800
2011,10,23,17,13598
2011,10,23,18,13219
2011,10,23,19,12572
2011,10,23,20,11871
2011,10,23,21,10802
2011,10,23,22,9949
2011,10,23,23,9432
2011,10,24,0,9234
2011,10,24,1,9196
2011,10,24,2,9297
2011,10,24,3,9763
2011,10,24,4,11284
2011,10,24,5,13673
2011,10,24,6,14958
2011,10,24,7,15454
2011,10,24,8,15508
2011,10,24,9,15507
2011,10,24,10,15265
2011,10,24,11,15322
2011,10,24,12,15150
2011,10,24,13,14959
2011,10,24,14,14854
2011,10,24,15,14843
2011,10,24,16,14981
2011,10,24,17,15635
2011,10,24,18,14882
2011,10,24,19,13985
2011,10,24,20,12819
2011,10,24,21,11792
2011,10,24,22,10733
2011,10,24,23,10018
2011,10,25,0,9726
2011,10,25,1,9631
2011,10,25,2,9665
2011,10,25,3,10031
2011,10,25,4,11436
2011,10,25,5,13880
2011,10,25,6,15193
2011,10,25,7,15673
2011,10,25,8,15949
2011,10,25,9,15979
2011,10,25,10,15795
2011,10,25,11,15789
2011,10,25,12,15730
2011,10,25,13,15620
2011,10,25,14,15649
2011,10,25,15,15695
2011,10,25,16,15608
2011,10,25,17,15628
2011,10,25,18,14875
2011,10,25,19,13959
2011,10,25,20,12852
2011,10,25,21,11824
2011,10,25,22,10692
2011,10,25,23,10017
2011,10,26,0,9713
2011,10,26,1,9621
2011,10,26,2,9639
2011,10,26,3,10016
2011,10,26,4,11470
2011,10,26,5,13746
2011,10,26,6,15096
2011,10,26,7,15634
2011,10,26,8,15812
2011,10,26,9,15778
2011,10,26,10,15549
2011,10,26,11,15525
2011,10,26,12,15308
2011,10,26,13,15127
2011,10,26,14,15010
2011,10,26,15,14953
2011,10,26,16,14987
2011,10,26,17,15561
2011,10,26,18,14799
2011,10,26,19,14028
2011,10,26,20,12918
2011,10,26,21,11917
2011,10,26,22,10796
2011,10,26,23,10116
2011,10,27,0,9765
2011,10,27,1,9671
2011,10,27,2,9710
2011,10,27,3,10109
2011,10,27,4,11503
2011,10,27,5,13869
2011,10,27,6,15114
2011,10,27,7,15536
2011,10,27,8,15682
2011,10,27,9,15706
2011,10,27,10,15424
2011,10,27,11,15411
2011,10,27,12,15281
2011,10,27,13,15073
2011,10,27,14,14961
2011,10,27,15,15039
2011,10,27,16,15362
2011,10,27,17,15714
2011,10,27,18,15031
2011,10,27,19,13887
2011,10,27,20,12709
2011,10,27,21,11784
2011,10,27,22,10783
2011,10,27,23,10067
2011,10,28,0,9748
2011,10,28,1,9644
2011,10,28,2,9649
2011,10,28,3,9984
2011,10,28,4,11305
2011,10,28,5,13577
2011,10,28,6,15068
2011,10,28,7,15531
2011,10,28,8,15708
2011,10,28,9,15750
2011,10,28,10,15497
2011,10,28,11,15420
2011,10,28,12,15146
2011,10,28,13,14855
2011,10,28,14,14746
2011,10,28,15,14842
2011,10,28,16,14993
2011,10,28,17,15014
2011,10,28,18,14331
2011,10,28,19,13365
2011,10,28,20,12423
2011,10,28,21,11710
2011,10,28,22,10719
2011,10,28,23,9947
2011,10,29,0,9524
2011,10,29,1,9348
2011,10,29,2,9264
2011,10,29,3,9291
2011,10,29,4,9739
2011,10,29,5,10733
2011,10,29,6,11873
2011,10,29,7,12811
2011,10,29,8,13333
2011,10,29,9,13436
2011,10,29,10,13275
2011,10,29,11,12992
2011,10,29,12,12730
2011,10,29,13,12437
2011,10,29,14,12485
2011,10,29,15,12877
2011,10,29,16,13615
2011,10,29,17,13702
2011,10,29,18,13097
2011,10,29,19,12391
2011,10,29,20,11781
2011,10,29,21,11052
2011,10,29,22,10288
2011,10,29,23,9587
2011,10,30,0,9134
2011,10,30,1,8925
2011,10,30,2,8881
2011,10,30,3,8836
2011,10,30,4,8901
2011,10,30,5,9237
2011,10,30,6,9686
2011,10,30,7,10470
2011,10,30,8,11274
2011,10,30,9,11769
2011,10,30,10,11981
2011,10,30,11,12123
2011,10,30,12,12023
2011,10,30,13,11822
2011,10,30,14,11743
2011,10,30,15,12047
2011,10,30,16,13530
2011,10,30,17,13984
2011,10,30,18,13667
2011,10,30,19,13114
2011,10,30,20,12473
2011,10,30,21,11696
2011,10,30,22,10641
2011,10,30,23,9879
2011,10,31,0,9471
2011,10,31,1,9304
2011,10,31,2,9282
2011,10,31,3,9395
2011,10,31,4,9788
2011,10,31,5,11235
2011,10,31,6,13494
2011,10,31,7,14760
2011,10,31,8,15288
2011,10,31,9,15303
2011,10,31,10,15351
2011,10,31,11,15193
2011,10,31,12,15237
2011,10,31,13,15114
2011,10,31,14,15010
2011,10,31,15,15134
2011,10,31,16,16115
2011,10,31,17,16182
2011,10,31,18,15620
2011,10,31,19,14735
2011,10,31,20,13819
2011,10,31,21,12665
2011,10,31,22,11646
2011,10,31,23,10655
2011,11,1,0,10006
2011,11,1,1,9744
2011,11,1,2,9665
2011,11,1,3,9692
2011,11,1,4,10076
2011,11,1,5,11600
2011,11,1,6,13645
2011,11,1,7,14902
2011,11,1,8,15382
2011,11,1,9,15382
2011,11,1,10,15419
2011,11,1,11,15163
2011,11,1,12,15273
2011,11,1,13,15174
2011,11,1,14,15109
2011,11,1,15,15292
2011,11,1,16,16348
2011,11,1,17,16165
2011,11,1,18,15589
2011,11,1,19,14844
2011,11,1,20,13962
2011,11,1,21,12832
2011,11,1,22,11841
2011,11,1,23,10786
2011,11,2,0,10177
2011,11,2,1,9873
2011,11,2,2,9779
2011,11,2,3,9763
2011,11,2,4,10116
2011,11,2,5,11536
2011,11,2,6,13803
2011,11,2,7,15119
2011,11,2,8,15672
2011,11,2,9,15782
2011,11,2,10,15747
2011,11,2,11,15518
2011,11,2,12,15575
2011,11,2,13,15410
2011,11,2,14,15236
2011,11,2,15,15414
2011,11,2,16,16449
2011,11,2,17,16210
2011,11,2,18,15613
2011,11,2,19,14790
2011,11,2,20,13950
2011,11,2,21,12803
2011,11,2,22,11841
2011,11,2,23,10719
2011,11,3,0,9992
2011,11,3,1,9676
2011,11,3,2,9617
2011,11,3,3,9667
2011,11,3,4,10044
2011,11,3,5,11499
2011,11,3,6,13725
2011,11,3,7,14884
2011,11,3,8,15437
2011,11,3,9,15634
2011,11,3,10,15718
2011,11,3,11,15543
2011,11,3,12,15594
