id,bu_code,bu_naam,adam_total_household,area_ha,hh_per_ha,Feb 11 01:00,Feb 11 02:00,Feb 11 03:00,Feb 11 04:00,Feb 11 05:00,Feb 11 06:00,Feb 11 07:00,Feb 11 08:00,Feb 11 09:00,Feb 11 10:00,Feb 11 11:00,Feb 11 12:00,Feb 11 13:00,Feb 11 14:00,Feb 11 15:00,Feb 11 16:00,Feb 11 17:00,Feb 11 18:00,Feb 11 19:00,Feb 11 20:00,Feb 11 21:00,Feb 11 22:00,Feb 11 23:00,Feb 11 00:00,Feb 15 01:00,Feb 15 02:00,Feb 15 03:00,Feb 15 04:00,Feb 15 05:00,Feb 15 06:00,Feb 15 07:00,Feb 15 08:00,Feb 15 09:00,Feb 15 10:00,Feb 15 11:00,Feb 15 12:00,Feb 15 13:00,Feb 15 14:00,Feb 15 15:00,Feb 15 16:00,Feb 15 17:00,Feb 15 18:00,Feb 15 19:00,Feb 15 20:00,Feb 15 21:00,Feb 15 22:00,Feb 15 23:00,Feb 15 00:00,Aug 1201:00, Aug 12 02:00, Aug 12 03:00, Aug 12 04:00, Aug 12 05:00, Aug 12 06:00, Aug 12 07:00, Aug 12 08:00, Aug 12 09:00, Aug 12 10:00, Aug 12 11:00, Aug 12 12:00, Aug 12 13:00, Aug 12 14:00, Aug 12 15:00, Aug 12 16:00, Aug 12 17:00, Aug 12 18:00, Aug 12 19:00, Aug 12 20:00, Aug 12 21:00, Aug 12 22:00, Aug 12 23:00, Aug 12 00:00, Aug 16 01:00, Aug 16 02:00, Aug 16 03:00, Aug 16 04:00, Aug 16 05:00, Aug 16 06:00, Aug 16 07:00, Aug 16 08:00, Aug 16 09:00, Aug 16 10:00, Aug 16 11:00, Aug 16 12:00, Aug 16 13:00, Aug 16 14:00, Aug 16 15:00, Aug 16 16:00, Aug 16 17:00, Aug 16 18:00, Aug 16 19:00, Aug 16 20:00, Aug 16 21:00, Aug 16 22:00, Aug 16 23:00, Aug 16 00:00,Feb 11 01:00,Feb 11 02:00,Feb 11 03:00,Feb 11 04:00,Feb 11 05:00,Feb 11 06:00,Feb 11 07:00,Feb 11 08:00,Feb 11 09:00,Feb 11 10:00,Feb 11 11:00,Feb 11 12:00,Feb 11 13:00,Feb 11 14:00,Feb 11 15:00,Feb 11 16:00,Feb 11 17:00,Feb 11 18:00,Feb 11 19:00,Feb 11 20:00,Feb 11 21:00,Feb 11 22:00,Feb 11 23:00,Feb 11 00:00,Feb 15 01:00,Feb 15 02:00,Feb 15 03:00,Feb 15 04:00,Feb 15 05:00,Feb 15 06:00,Feb 15 07:00,Feb 15 08:00,Feb 15 09:00,Feb 15 10:00,Feb 15 11:00,Feb 15 12:00,Feb 15 13:00,Feb 15 14:00,Feb 15 15:00,Feb 15 16:00,Feb 15 17:00,Feb 15 18:00,Feb 15 19:00,Feb 15 20:00,Feb 15 21:00,Feb 15 22:00,Feb 15 23:00,Feb 15 00:00,Aug 1201:00, Aug 12 02:00, Aug 12 03:00, Aug 12 04:00, Aug 12 05:00, Aug 12 06:00, Aug 12 07:00, Aug 12 08:00, Aug 12 09:00, Aug 12 10:00, Aug 12 11:00, Aug 12 12:00, Aug 12 13:00, Aug 12 14:00, Aug 12 15:00, Aug 12 16:00, Aug 12 17:00, Aug 12 18:00, Aug 12 19:00, Aug 12 20:00, Aug 12 21:00, Aug 12 22:00, Aug 12 23:00, Aug 12 00:00, Aug 16 01:00, Aug 16 02:00, Aug 16 03:00, Aug 16 04:00, Aug 16 05:00, Aug 16 06:00, Aug 16 07:00, Aug 16 08:00, Aug 16 09:00, Aug 16 10:00, Aug 16 11:00, Aug 16 12:00, Aug 16 13:00, Aug 16 14:00, Aug 16 15:00, Aug 16 16:00, Aug 16 17:00, Aug 16 18:00, Aug 16 19:00, Aug 16 20:00, Aug 16 21:00, Aug 16 22:00, Aug 16 23:00, Aug 16 00:00
26,BU03630238,Erasmuspark,3305,41.0061678761,80.5976313121,13.64604356,13.6977792279,13.8712458829,14.1420973259,14.5651125028,15.0611662768,15.9863217673,17.206674908,17.7057719518,17.7605508895,17.3862281107,16.9297369091,16.4519427945,16.4945486367,16.2936925048,16.0989229287,15.8889369792,15.9376293773,15.9498024728,15.9163264481,15.5876527894,15.0429066255,14.5925019797,14.4738142625,17.1731988833,17.0484246264,17.0149486017,17.2371076547,17.352752086,17.6205602592,18.0040128637,18.317470157,18.8500432174,19.5013039951,20.0643098104,20.146478225,19.9151893463,19.8421507573,19.5408665675,19.1969765274,18.9261250844,18.9261250844,18.9656876568,19.1635005108,19.0965484695,18.6735332926,18.2474748378,17.8427193122,3.6884488828,3.5910640947,3.5180255057,3.5788909992,3.5515015223,3.6184535636,3.8619155378,4.6318640246,4.796200862,4.5223061411,4.3701424072,4.2149353955,4.0627716697,4.0414687405,3.9166944836,3.8680020855,3.8223529654,3.7767038452,3.8953915624,4.1053775119,4.1662430055,4.1236371552,4.1662430055,4.1540699019,3.5667178957,3.5332418791,3.4815062031,3.4084676141,3.4449869086,3.3415155728,3.4175974398,3.5028091323,3.6427997626,3.8680020855,4.1114640597,4.0414687405,4.0962476863,4.0658149395,4.0779880431,3.8984348323,3.931910857,3.8923482845,3.931910857,4.1571131798,4.178416101,3.9775599771,3.9258243092,3.7158383517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,BU03630239,De Kolenkit,4475,74.7544239796,59.8626778426,10.1353935117,10.1738194005,10.3026591482,10.5038299818,10.818018139,11.1864546151,11.8735999342,12.7799988658,13.1506956848,13.1913819165,12.9133593053,12.5743073345,12.2194329456,12.2510777938,12.1018949243,11.9572327525,11.8012688483,11.8374343942,11.8464757777,11.8216119641,11.57749455,11.1728925339,10.8383612608,10.7502077449,12.7551350522,12.6624608505,12.6375970369,12.8026023305,12.8884954917,13.0874059824,13.3722096343,13.6050253221,14.0005859487,14.4843000913,14.9024641886,14.9634935421,14.7917072078,14.7374588949,14.5136845966,14.2582654441,14.0570946105,14.0570946105,14.0864791158,14.2334016365,14.1836740153,13.8694858581,13.553037352,13.2524112761,2.7395399048,2.6672088189,2.6129605059,2.6581674354,2.6378243135,2.6875519347,2.8683796525,3.4402473051,3.5623060181,3.3588748357,3.2458575121,3.1305798396,3.017562522,3.0017400919,2.9090658902,2.8729003442,2.8389951471,2.8050899501,2.8932434661,3.0492073702,3.0944142997,3.0627694455,3.0944142997,3.0853729102,2.6491260459,2.6242622383,2.5858363435,2.5315880306,2.558712187,2.4818604094,2.5383690712,2.6016587736,2.7056347077,2.8729003442,3.053728062,3.0017400919,3.0424263296,3.0198228649,3.0288642544,2.8955038089,2.9203676225,2.8909831172,2.9203676225,3.087633259,3.1034556831,2.9542728196,2.9158469308,2.7598830206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,BU03630240,De Krommert,7430,57.3325092411,129.5948860141,21.9418043795,22.0249914146,22.303912656,22.7394212598,23.4195976216,24.2172145149,25.7047944647,27.6670298751,28.4695401158,28.5576204983,27.9557378243,27.2217345506,26.4534778064,26.5219847734,26.1990233278,25.8858486029,25.5482071022,25.6265007899,25.6460742054,25.5922472935,25.0637649468,24.1878543787,23.4636378258,23.2727969668,27.6132029632,27.4125754095,27.3587484976,27.7159634267,27.9019109123,28.3325261688,28.9490889109,29.4531044948,30.3094416344,31.356619633,32.2618903371,32.3940109238,32.0221159266,31.904675408,31.4202332526,30.8672841172,30.4317755133,30.4317755133,30.495389133,30.8134572182,30.7058034074,30.0256270456,29.3405573235,28.6897410979,5.9307464097,5.7741590472,5.6567185286,5.7545856318,5.7105454276,5.8181992385,6.2096676511,7.4476864956,7.7119276819,7.2715257177,7.0268579598,6.7772968416,6.5326290967,6.4983756002,6.2977480465,6.2194543588,6.1460540314,6.0726537041,6.263494563,6.6011360637,6.6990031669,6.6304961869,6.6990031669,6.6794297385,5.7350122034,5.6811853044,5.5979982564,5.4805577378,5.5392779971,5.3729039269,5.4952378058,5.6322517528,5.8573460823,6.2194543588,6.6109227714,6.4983756002,6.5864559956,6.5375224441,6.5570958725,6.2683879104,6.3222148223,6.2586012027,6.3222148223,6.6843230988,6.7185765823,6.3956151497,6.3124281146,5.9747866009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,BU03630241,Van Galenbuurt,4345,31.3297249901,138.6861838517,23.4810586267,23.5700813713,23.8685694039,24.3346296642,25.0625215344,25.9160925858,27.5080287552,29.607918259,30.4667259343,30.5609853028,29.9168795533,29.1313847233,28.3092334845,28.3825463298,28.036928599,27.7017841438,27.3404565275,27.4242426483,27.4451891715,27.3875862118,26.8220299453,25.884672787,25.1096512325,24.9054225684,29.5503152993,29.3356133874,29.2780104277,29.660284581,29.8592765935,30.3201002299,30.9799158788,31.5192889982,32.4356996193,33.5563389045,34.5251158615,34.6665049282,34.2685208754,34.1428417082,33.6244151259,33.0326756845,32.5666154243,32.5666154243,32.6346916457,32.9750727387,32.859866833,32.1319749628,31.3988464548,30.7023743833,6.346798182,6.1792259544,6.0535467871,6.1582794311,6.111149733,6.2263556386,6.6452862146,7.9701541501,8.2529322973,7.7816353993,7.5198037893,7.2527355415,6.9909039454,6.9542475089,6.739545597,6.6557594763,6.5772099933,6.4986605103,6.7028891744,7.0642167906,7.1689494346,7.0956365755,7.1689494346,7.1480028975,6.137332894,6.0797299481,5.9907071896,5.8650280224,5.927867606,5.7498221168,5.8807379218,6.0273636261,6.268248699,6.6557594763,7.0746900523,6.9542475089,7.0485068913,6.9961405693,7.0170871064,6.7081257983,6.765728758,6.6976525366,6.765728758,7.1532395353,7.1898959579,6.844278241,6.7552554964,6.3939278663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,BU03630242,Hoofdweg en omgeving,6110,41.0847813538,148.7168678685,25.1793610309,25.2748224776,25.5948991,26.0946678601,26.8752055898,27.7905124339,29.4975877487,31.7493548766,32.6702770912,32.7713539084,32.0806622549,31.2383553459,30.3567407989,30.4353561045,30.0647410586,29.7053567833,29.3178956111,29.4077416874,29.430203199,29.3684340197,28.7619730571,27.7568201516,26.9257440133,26.706744208,31.6875856973,31.4573551511,31.3955859718,31.8055086705,32.0188930756,32.5130464652,33.2205842599,33.7989683404,34.7816597194,35.9833509036,37.0221960914,37.1738113321,36.7470424922,36.6122733927,36.0563508387,35.4218129643,34.9220442042,34.9220442042,34.9950441393,35.3600437999,35.2365054562,34.4559677264,33.6698146113,32.9229691639,6.8058397773,6.6261476397,6.4913785402,6.6036861281,6.5531477046,6.6766860483,7.1259163998,8.5466073744,8.8498378706,8.3444537252,8.0636847555,7.7773004005,7.4965314457,7.457223778,7.2269932318,7.1371471556,7.0529164647,6.9686857738,7.187685579,7.5751467512,7.6874543391,7.6088390187,7.6874543391,7.6649928126,6.5812246016,6.5194554372,6.4239939756,6.2892248761,6.3566094258,6.1656865324,6.3060710172,6.4633016432,6.7216090864,7.1371471556,7.5863775071,7.457223778,7.5583006101,7.5021468162,7.5246083427,7.1933009495,7.2550701288,7.1820701937,7.2550701288,7.670608198,7.7099158507,7.3393008197,7.243839373,6.8563781859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,BU03630243,Westindische buurt,4000,34.2319826344,116.8497905225,19.7839229948,19.8589289455,20.1104194914,20.5030977112,21.116381675,21.835556403,23.1768393106,24.946097371,25.6696842069,25.7491022654,25.2064121443,24.5445949121,23.8518928898,23.9136624934,23.6224629066,23.3400875588,23.0356516367,23.1062454795,23.1238939343,23.075360666,22.5988522681,21.809083709,21.1560907159,20.9840182286,24.8975641026,24.7166673995,24.6681341311,24.9902185198,25.157878876,25.5461449878,26.1020714559,26.556519291,27.3286393836,28.2728319635,29.0890732166,29.208200316,28.8728795804,28.7669888279,28.3301894593,27.8316204754,27.4389422556,27.4389422556,27.4962997514,27.7830872187,27.6860206936,27.0727367298,26.4550406464,25.8682293765,5.3474831988,5.206295525,5.1004047725,5.1886470701,5.1489380292,5.2460045542,5.5989737447,6.7152388004,6.953493011,6.5564026716,6.3357969276,6.110779064,5.8901733316,5.8592885181,5.6783918149,5.6077979722,5.5416162489,5.4754345257,5.6475070131,5.9519429352,6.0401852329,5.9784156175,6.0401852329,6.0225367663,5.1709986036,5.1224653469,5.0474593846,4.9415686321,4.9945140083,4.844502107,4.9548049791,5.0783441981,5.2813014756,5.6077979722,5.9607671627,5.8592885181,5.9387065883,5.8945854394,5.912233906,5.651919121,5.7004523893,5.6430948935,5.7004523893,6.0269488859,6.0578336877,5.7666341126,5.6916281619,5.3871922281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,BU03630376,Slotermeer-Noordoost,4555,99.9307760262,45.5815533626,7.7174459422,7.7467047686,7.8448078948,7.9979864597,8.2372203993,8.5177609214,9.0409775926,9.7311416941,10.013403321,10.0443832522,9.8326870343,9.5745209105,9.3043070398,9.3284025428,9.2148094465,9.1046585689,8.9859021537,9.0134398754,9.0203243036,9.0013921194,8.8155125139,8.5074342746,8.2527103694,8.1855871745,9.7122095099,9.6416441055,9.6227119212,9.7483527691,9.8137548501,9.9652123103,10.1820718516,10.3593459242,10.6605397307,11.0288567322,11.3472616182,11.3937315196,11.2629273483,11.2216207704,11.0512311305,10.856745983,10.703567418,10.703567418,10.7259418163,10.8378138033,10.7999494394,10.5607154998,10.3197604509,10.0908531581,2.0859822657,2.0309068269,1.9896002489,2.0240223987,2.0085324286,2.0463967925,2.1840853919,2.6195255837,2.712465391,2.5575657167,2.4715103421,2.3837338582,2.2976784881,2.2856307321,2.2150653276,2.1875276059,2.1617109935,2.1358943812,2.2030175761,2.3217739912,2.3561961411,2.3321006334,2.3561961411,2.3493117083,2.017137966,1.9982057864,1.9689469554,1.9276403774,1.9482936664,1.8897760135,1.9328037008,1.9809947114,2.0601656533,2.1875276059,2.3252162053,2.2856307321,2.3166106678,2.2993995929,2.3062840256,2.2047386808,2.2236708651,2.2012964668,2.2236708651,2.3510328177,2.3630805692,2.2494874775,2.220228651,2.1014722313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,BU03630377,Slotermeer-Zuidwest,7980,282.4420592831,28.2535824171,4.7836345822,4.8017705737,4.8625794877,4.9575267392,5.1058151439,5.2797073037,5.6040215109,6.0318175574,6.2067765386,6.2259793515,6.094760117,5.9347366576,5.7672454401,5.7821809618,5.7117706385,5.6434939636,5.5698831734,5.5869523436,5.5912196347,5.5794845799,5.4642676913,5.2733063642,5.1154165531,5.073810452,6.0200825026,5.9763427587,5.9646077039,6.0424857881,6.0830250622,6.1769054923,6.3113251965,6.4212079726,6.6079020058,6.8362021401,7.0335644068,7.0623686289,6.981290075,6.9556863226,6.8500708405,6.7295198338,6.6345725824,6.6345725824,6.6484412828,6.7177847819,6.694314675,6.5460262704,6.3966710416,6.2547835765,1.2929895433,1.2588512058,1.2332474535,1.2545839147,1.2449825055,1.2684526123,1.3537984573,1.62370469,1.6813131371,1.5852990614,1.5319579083,1.4775499309,1.4242087806,1.4167410169,1.373001273,1.3559321029,1.3399297569,1.323927411,1.3655335121,1.4391443024,1.4604807636,1.445545239,1.4604807636,1.4562134697,1.2503166208,1.2385815688,1.2204455744,1.1948418221,1.2076436983,1.1713717152,1.1980422918,1.2279133382,1.2769871974,1.3559321029,1.4412779479,1.4167410169,1.4359438326,1.425275602,1.4295428959,1.3666003335,1.3783353883,1.364466688,1.3783353883,1.4572802939,1.4647480547,1.3943377343,1.3762017428,1.3025909497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,BU03630378,Geuzenveld,6190,142.4777067642,43.4453932519,7.3557711206,7.3836587446,7.4771643095,7.6231642261,7.8511865689,8.1185796788,8.6172760232,9.2750958777,9.5441294335,9.5736575034,9.3718823387,9.1258150605,8.8682646478,8.8912309254,8.7829613212,8.6779726176,8.5647816714,8.5910288495,8.5975906418,8.5795457063,8.4023772695,8.1087369859,7.8659506082,7.8019731132,9.2570509422,9.1897925554,9.17174762,9.2915003629,9.3538374032,9.498196874,9.7048933851,9.8738595837,10.1609380706,10.5119940524,10.8154770289,10.8597691381,10.7350950487,10.695724286,10.5333198841,10.3479492003,10.2019492836,10.2019492836,10.2232751153,10.3299042691,10.2938144025,10.0657920598,9.8361292668,9.6179496169,1.9882235941,1.9357292423,1.8963584795,1.9291674499,1.9144034106,1.9504932772,2.0817291589,2.4967626314,2.5853468542,2.4377064872,2.3556840612,2.2720211848,2.1899987631,2.17851562,2.1112572332,2.0850100551,2.0604033273,2.0357965995,2.0997740944,2.2129650407,2.2457740111,2.2228077292,2.2457740111,2.2392122144,1.9226056532,1.9045607221,1.8766730938,1.837302331,1.8569877124,1.8012124644,1.8422236774,1.8881562369,1.9636168663,2.0850100551,2.2162459368,2.17851562,2.2080436942,2.191639209,2.1982010057,2.1014145403,2.1194594758,2.0981336442,2.1194594758,2.2408526647,2.2523358034,2.1440662036,2.1161785796,2.002987629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,BU03630379,Eendracht,1005,241.3456349239,4.1641523797,0.7050356672,0.7077086391,0.7166709569,0.7306647512,0.752520228,0.7781493125,0.8259483405,0.8889990326,0.9147853505,0.9176155558,0.8982758176,0.8746907706,0.8500050885,0.8522063594,0.8418289386,0.8317659853,0.8209168639,0.8234326024,0.8240615368,0.8223319665,0.805350733,0.7772059104,0.753935331,0.7478032186,0.8872694623,0.880822883,0.8790933128,0.890571369,0.8965462473,0.9103828083,0.9301942475,0.9463893132,0.973905201,1.0075532012,1.0366414259,1.0408867342,1.0289369769,1.0251633696,1.0095972387,0.9918298365,0.9778360421,0.9778360421,0.9798800796,0.9901002667,0.9866411265,0.9647856498,0.9427729393,0.9218608646,0.1905671785,0.1855357019,0.1817620945,0.1849067675,0.1834916644,0.1869508045,0.1995294963,0.2393096086,0.2478002257,0.2336491975,0.2257875152,0.217768599,0.2099069171,0.2088062813,0.202359702,0.1998439635,0.1974854588,0.1951269541,0.2012590666,0.212108188,0.2152528609,0.2130515896,0.2152528609,0.2146239261,0.1842778326,0.1825482628,0.1798752904,0.1761016831,0.1779884868,0.1726425429,0.1765733841,0.1809759263,0.1882086738,0.1998439635,0.2124226552,0.2088062813,0.211636487,0.2100641505,0.2106930854,0.2014163,0.2031458702,0.2011018327,0.2031458702,0.2147811599,0.2158817954,0.2055043749,0.202831403,0.1919822812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,BU03630380,Lutkemeer en Ookmeer,365,567.8770533966,0.6427447593,0.1088235825,0.1092361608,0.1106195114,0.1127794799,0.1161529139,0.1201088113,0.1274866813,0.1372186743,0.141198841,0.1416356886,0.1386505635,0.1350101671,0.1311998856,0.131539656,0.1299378815,0.1283846457,0.1267100634,0.1270983724,0.1271954496,0.1269284872,0.1243074018,0.1199631955,0.1163713377,0.1154248346,0.1369517119,0.1359566702,0.1356897078,0.1374613674,0.1383836011,0.1405193004,0.1435772333,0.1460769722,0.1503241013,0.1555177334,0.1600075557,0.160662827,0.1588183595,0.1582358961,0.1558332345,0.1530908025,0.150930834,0.150930834,0.151246335,0.1528238401,0.1522899153,0.1489164814,0.1455187781,0.14229096,0.0294144028,0.0286377849,0.0280553215,0.0285407077,0.0283222838,0.0288562086,0.0307977534,0.0369378886,0.0382484314,0.0360641935,0.034850728,0.0336129932,0.0323995278,0.0322296426,0.031234601,0.030846292,0.0304822524,0.0301182127,0.0310647158,0.0327392981,0.0332246843,0.032884914,0.0332246843,0.033127607,0.0284436304,0.028176668,0.0277640897,0.0271816263,0.027472858,0.0266477015,0.0272544343,0.0279339749,0.0290503631,0.030846292,0.0327878367,0.0322296426,0.0326664902,0.0324237971,0.0325208744,0.0310889851,0.0313559475,0.0310404465,0.0313559475,0.0331518764,0.0333217615,0.0317199872,0.0313074089,0.0296328265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,BU03630381,Osdorp-Oost,8440,177.1372011826,47.6466825921,8.0670944736,8.0976789077,8.2002267186,8.3603452298,8.6104179619,8.9036687229,9.4505903792,10.1720232277,10.4670730703,10.499456586,10.2781692064,10.0083065438,9.725850296,9.7510374759,9.6322979025,9.5171565017,9.3930196788,9.4218050313,9.4290013671,9.4092114366,9.2149103233,8.8928742145,8.6266097245,8.5564454294,10.1522332972,10.078470839,10.0586809085,10.1900140719,10.2583792759,10.4166987056,10.6433833394,10.8286890353,11.1435288036,11.528532867,11.8613634843,11.9099387626,11.773208345,11.7300303208,11.5519209654,11.3486244253,11.188505914,11.188505914,11.2118940124,11.3288344996,11.2892546433,11.0391819112,10.7873100928,10.548031869,2.1804902987,2.1229195983,2.0797415742,2.1157232625,2.0995314999,2.1391113562,2.2830381096,2.7382064634,2.8353570248,2.6734394272,2.5834852063,2.4917318991,2.401777683,2.3891840883,2.31542163,2.2866362774,2.2596500112,2.2326637449,2.3028280401,2.426964863,2.4629465513,2.4377593666,2.4629465513,2.4557502108,2.108526922,2.0887369963,2.0581525574,2.0149745333,2.0365635453,1.975394677,2.0203717875,2.0707461521,2.1535040325,2.2866362774,2.4305630308,2.3891840883,2.4215676087,2.4035767646,2.4107731051,2.3046271216,2.3244170521,2.3010289537,2.3244170521,2.4575492971,2.4701428871,2.3514033184,2.3208188842,2.1966820566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,BU03630382,Osdorp-Midden,6765,111.6108821999,60.6123692122,10.2623243026,10.3012314187,10.4316846934,10.6353748937,10.9534977922,11.3265483895,12.0222991858,12.9400494215,13.3153886691,13.3565844356,13.0750800029,12.7317819084,12.3724632434,12.4045043965,12.2534532325,12.1069793813,11.9490622602,11.9856807261,11.9948353395,11.9696601435,11.7224855203,11.3128164633,10.9740956815,10.8848381733,12.9148742255,12.8210394166,12.7958642206,12.9629359611,13.0499048069,13.2513063569,13.5396767526,13.7754081121,14.1759225496,14.6656944953,15.0890954785,15.1508891343,14.9769514307,14.922023738,14.6954469981,14.436829099,14.2331388987,14.2331388987,14.2628914014,14.411653909,14.3613035231,14.0431806246,13.7227690697,13.4183780974,2.7738485842,2.7006116586,2.6456839659,2.6914570451,2.6708591558,2.7212095418,2.9043018589,3.4833313068,3.6069186244,3.4009397677,3.2865070696,3.169785715,3.0553530229,3.0393324403,2.9454976314,2.9088791656,2.8745493561,2.8402195467,2.9294770549,3.087394176,3.1331672552,3.1011260961,3.1331672552,3.1240126357,2.6823024257,2.6571272357,2.6182201135,2.5632924208,2.5907562671,2.5129420348,2.5701583839,2.6342406961,2.7395187747,2.9088791656,3.0919714827,3.0393324403,3.0805282129,3.0576416732,3.0667962927,2.9317657052,2.9569409013,2.9271883985,2.9569409013,3.1263012921,3.1423218686,2.9912707107,2.9523635945,2.7944464674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,BU03630383,De Punt,2500,59.650532085,41.9107745164,7.0959437067,7.122846258,7.213048932,7.3538917033,7.573859628,7.8318076289,8.3128885555,8.947472283,9.2070027844,9.2354878363,9.0408399623,8.8034645022,8.5550115257,8.5771665669,8.4727213628,8.3714411682,8.2622484582,8.2875685089,8.2938985195,8.2764909841,8.1055806562,7.8223126088,7.5881021582,7.526384536,8.9300647476,8.8651821244,8.847774589,8.9632973137,9.0234324269,9.1626926977,9.3620880817,9.5250858985,9.8020239311,10.1406795859,10.4334426533,10.4761702353,10.3559000005,10.3179199286,10.1612521266,9.9824292791,9.8415865078,9.8415865078,9.8621590485,9.9650217479,9.9302066812,9.7102387565,9.4886883271,9.2782154225,1.9179937043,1.867353607,1.8293735351,1.8610235964,1.8467810663,1.881596133,2.0081963784,2.4085696511,2.4940248192,2.3515995432,2.2724743898,2.1917667317,2.1126415825,2.1015640577,2.0366814344,2.0113613836,1.9876238376,1.9638862916,2.0256039138,2.1347966237,2.1664466851,2.1442916396,2.1664466851,2.1601166703,1.8546935816,1.8372860504,1.8103834949,1.772403423,1.7913934589,1.7375883563,1.777150933,1.8214610197,1.8942561583,2.0113613836,2.137961629,2.1015640577,2.1300491137,2.114224083,2.1205540978,2.0271864143,2.0445939497,2.024021409,2.0445939497,2.1616991751,2.1727766957,2.0683314958,2.0414289444,1.9322362303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,BU03630384,Middelveldsche Akerpolder en Sloten,6100,214.6592634819,28.4171290866,4.8113247877,4.82956576,4.8907266681,4.9862235245,5.1353703008,5.3102690403,5.6364605496,6.0667329058,6.2427046421,6.262018611,6.1300398102,5.9690900504,5.8006293052,5.8156512816,5.7448333862,5.6761614898,5.6021246014,5.6192925769,5.6235845694,5.6117815859,5.4958977611,5.3038310488,5.1450272881,5.1031803488,6.0549299223,6.0109369896,5.9991340061,6.0774628898,6.1182368267,6.2126606863,6.3478584829,6.4583773185,6.6461520355,6.8757736917,7.0742783954,7.1032493516,7.0217014722,6.9959495118,6.8897226714,6.7684738518,6.6729769954,6.6729769954,6.6869259752,6.7566708711,6.7330649069,6.5839181306,6.4336983548,6.29098957,1.3004740502,1.266138102,1.2403861416,1.2618461096,1.2521891223,1.2757950865,1.3616349584,1.633103551,1.6910454663,1.5944756104,1.5408256904,1.4861027709,1.4324528538,1.4249418628,1.3809489301,1.3637809546,1.3476859786,1.3315910027,1.3734379419,1.4474748303,1.4689347983,1.453912819,1.4689347983,1.464642803,1.2575541143,1.2457511336,1.2275101585,1.2017581981,1.2146341783,1.1781522339,1.2049771939,1.2350211496,1.2843790742,1.3637809546,1.4496208265,1.4249418628,1.4442558345,1.4335258505,1.4378178458,1.3745109386,1.3863139221,1.3723649424,1.3863139221,1.4657158025,1.4732267907,1.4024088981,1.3841679259,1.3101310347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
