id,bu_code,bu_naam,adam_total_household,area_ha,hh_per_ha,Feb 11 01:00,Feb 11 02:00,Feb 11 03:00,Feb 11 04:00,Feb 11 05:00,Feb 11 06:00,Feb 11 07:00,Feb 11 08:00,Feb 11 09:00,Feb 11 10:00,Feb 11 11:00,Feb 11 12:00,Feb 11 13:00,Feb 11 14:00,Feb 11 15:00,Feb 11 16:00,Feb 11 17:00,Feb 11 18:00,Feb 11 19:00,Feb 11 20:00,Feb 11 21:00,Feb 11 22:00,Feb 11 23:00,Feb 11 00:00,Feb 15 01:00,Feb 15 02:00,Feb 15 03:00,Feb 15 04:00,Feb 15 05:00,Feb 15 06:00,Feb 15 07:00,Feb 15 08:00,Feb 15 09:00,Feb 15 10:00,Feb 15 11:00,Feb 15 12:00,Feb 15 13:00,Feb 15 14:00,Feb 15 15:00,Feb 15 16:00,Feb 15 17:00,Feb 15 18:00,Feb 15 19:00,Feb 15 20:00,Feb 15 21:00,Feb 15 22:00,Feb 15 23:00,Feb 15 00:00,Aug 1201:00, Aug 12 02:00, Aug 12 03:00, Aug 12 04:00, Aug 12 05:00, Aug 12 06:00, Aug 12 07:00, Aug 12 08:00, Aug 12 09:00, Aug 12 10:00, Aug 12 11:00, Aug 12 12:00, Aug 12 13:00, Aug 12 14:00, Aug 12 15:00, Aug 12 16:00, Aug 12 17:00, Aug 12 18:00, Aug 12 19:00, Aug 12 20:00, Aug 12 21:00, Aug 12 22:00, Aug 12 23:00, Aug 12 00:00, Aug 16 01:00, Aug 16 02:00, Aug 16 03:00, Aug 16 04:00, Aug 16 05:00, Aug 16 06:00, Aug 16 07:00, Aug 16 08:00, Aug 16 09:00, Aug 16 10:00, Aug 16 11:00, Aug 16 12:00, Aug 16 13:00, Aug 16 14:00, Aug 16 15:00, Aug 16 16:00, Aug 16 17:00, Aug 16 18:00, Aug 16 19:00, Aug 16 20:00, Aug 16 21:00, Aug 16 22:00, Aug 16 23:00, Aug 16 00:00,Feb 11 01:00,Feb 11 02:00,Feb 11 03:00,Feb 11 04:00,Feb 11 05:00,Feb 11 06:00,Feb 11 07:00,Feb 11 08:00,Feb 11 09:00,Feb 11 10:00,Feb 11 11:00,Feb 11 12:00,Feb 11 13:00,Feb 11 14:00,Feb 11 15:00,Feb 11 16:00,Feb 11 17:00,Feb 11 18:00,Feb 11 19:00,Feb 11 20:00,Feb 11 21:00,Feb 11 22:00,Feb 11 23:00,Feb 11 00:00,Feb 15 01:00,Feb 15 02:00,Feb 15 03:00,Feb 15 04:00,Feb 15 05:00,Feb 15 06:00,Feb 15 07:00,Feb 15 08:00,Feb 15 09:00,Feb 15 10:00,Feb 15 11:00,Feb 15 12:00,Feb 15 13:00,Feb 15 14:00,Feb 15 15:00,Feb 15 16:00,Feb 15 17:00,Feb 15 18:00,Feb 15 19:00,Feb 15 20:00,Feb 15 21:00,Feb 15 22:00,Feb 15 23:00,Feb 15 00:00,Aug 1201:00, Aug 12 02:00, Aug 12 03:00, Aug 12 04:00, Aug 12 05:00, Aug 12 06:00, Aug 12 07:00, Aug 12 08:00, Aug 12 09:00, Aug 12 10:00, Aug 12 11:00, Aug 12 12:00, Aug 12 13:00, Aug 12 14:00, Aug 12 15:00, Aug 12 16:00, Aug 12 17:00, Aug 12 18:00, Aug 12 19:00, Aug 12 20:00, Aug 12 21:00, Aug 12 22:00, Aug 12 23:00, Aug 12 00:00, Aug 16 01:00, Aug 16 02:00, Aug 16 03:00, Aug 16 04:00, Aug 16 05:00, Aug 16 06:00, Aug 16 07:00, Aug 16 08:00, Aug 16 09:00, Aug 16 10:00, Aug 16 11:00, Aug 16 12:00, Aug 16 13:00, Aug 16 14:00, Aug 16 15:00, Aug 16 16:00, Aug 16 17:00, Aug 16 18:00, Aug 16 19:00, Aug 16 20:00, Aug 16 21:00, Aug 16 22:00, Aug 16 23:00, Aug 16 00:00
11,BU03630110,Westelijk Havengebied,190,2846.618271085,0.0667458654,0.011300791,0.0113436352,0.0114872893,0.0117115914,0.0120619058,0.0124727062,0.0132388615,0.0142494809,0.0146628015,0.014708166,0.0143981755,0.0140201383,0.0136244594,0.0136597429,0.0134934066,0.0133321107,0.0131582136,0.0131985376,0.0132086186,0.0131808958,0.0129087091,0.0124575847,0.0120845881,0.0119862984,0.0142217582,0.014118428,0.0140907053,0.0142746834,0.0143704528,0.0145922346,0.0149097858,0.0151693713,0.0156104147,0.0161497477,0.0166159935,0.0166840402,0.0164925014,0.0164320155,0.0161825109,0.0158977229,0.0156734209,0.0156734209,0.0157061841,0.0158700002,0.0158145548,0.0154642403,0.0151114056,0.0147762127,0.0030545403,0.0029738924,0.0029134064,0.0029638114,0.0029411291,0.0029965746,0.0031981944,0.0038358171,0.0039719105,0.0037450882,0.0036190758,0.0034905432,0.0033645308,0.003346889,0.0032435589,0.0032032349,0.0031654312,0.0031276275,0.0032259171,0.0033998142,0.0034502192,0.0034149357,0.0034502192,0.0034401382,0.0029537304,0.0029260077,0.0028831634,0.0028226775,0.0028529205,0.0027672321,0.0028302382,0.0029008052,0.0030167366,0.0032032349,0.0034048547,0.003346889,0.0033922535,0.003367051,0.003377132,0.0032284374,0.0032561601,0.0032233969,0.0032561601,0.0034426585,0.0034603002,0.0032939638,0.0032511196,0.0030772225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,BU03630111,Bedrijventerrein Sloterdijk,100,681.8173669247,0.146666842,0.0248322697,0.0249264152,0.0252420796,0.0257349592,0.0265047374,0.027407427,0.0290909707,0.0313116977,0.0322199253,0.0323196088,0.0316384381,0.0308077422,0.0299382805,0.0300158121,0.0296503059,0.0292958757,0.0289137555,0.0290023631,0.029024515,0.0289635973,0.0283654963,0.0273741991,0.0265545792,0.0263385982,0.03125078,0.0310237232,0.0309628055,0.0313670775,0.0315775204,0.032064862,0.0327626466,0.0333330578,0.034302203,0.0354873292,0.0365118541,0.0366613794,0.0362404934,0.0361075821,0.0355593228,0.0349335319,0.0344406523,0.0344406523,0.034512646,0.0348726142,0.0347507788,0.0339810006,0.0332056844,0.032469134,0.0067120229,0.0065348078,0.0064018965,0.0065126559,0.0064628142,0.0065846496,0.0070276874,0.0084287945,0.008727845,0.0082294275,0.0079525288,0.0076700922,0.0073931936,0.0073544278,0.0071273709,0.0070387633,0.0069556937,0.0068726241,0.0070886051,0.0074707252,0.0075814846,0.007503953,0.0075814846,0.0075593328,0.006490504,0.0064295863,0.0063354408,0.0062025294,0.0062689851,0.006080694,0.0062191434,0.0063742066,0.0066289533,0.0070387633,0.0074818011,0.0073544278,0.0074541113,0.0073987315,0.0074208834,0.007094143,0.0071550608,0.0070830671,0.0071550608,0.0075648707,0.0076036365,0.0072381303,0.0071439848,0.0067618647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,BU03630212,Houthavens,1155,89.5231588081,12.9016895223,2.1843944338,2.1926760361,2.2204437619,2.2638003862,2.331514665,2.4109206187,2.5590151557,2.7543635434,2.8342566494,2.843025404,2.7831055751,2.7100326119,2.6335495785,2.6403697213,2.6082176169,2.5770398198,2.5434262572,2.5512207071,2.5531693189,2.5478106345,2.4951981019,2.4079976996,2.3358990436,2.3169000723,2.7490048589,2.7290315831,2.7236728986,2.7592350743,2.7777468907,2.8206163627,2.8819976511,2.9321744194,3.0174262086,3.121676969,3.2118002904,3.2249534235,3.1879297883,3.1762381147,3.1280099594,3.0729616602,3.0296050358,3.0296050358,3.0359380262,3.067602977,3.0568856093,2.9891713305,2.9209698981,2.8561785384,0.5904295391,0.5748406405,0.5631489669,0.5728920286,0.5685076501,0.5792250178,0.6181972648,0.7414469952,0.7677532627,0.7239094848,0.6995518303,0.6747070223,0.6503493692,0.6469392965,0.6269660207,0.6191715708,0.6118642744,0.6045569781,0.6235559493,0.6571695119,0.6669125737,0.6600924297,0.6669125737,0.6649639606,0.5709434155,0.5655847323,0.5573031288,0.5456114552,0.551457292,0.5348940875,0.5470729147,0.5607132014,0.5831222427,0.6191715708,0.6581438178,0.6469392965,0.6557080524,0.6508365215,0.6527851346,0.6240431016,0.6294017861,0.6230687957,0.6294017861,0.6654511142,0.6688611855,0.6367090825,0.6284274802,0.5948139163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,BU03630213,Spaarndammer- en Zeeheldenbuurt,6275,140.1743909744,44.7656662275,7.5793074981,7.6080426061,7.7043897351,7.8548264799,8.0897782509,8.3652972372,8.8791485902,9.5569590976,9.8341683817,9.8645937876,9.6566868267,9.4031417482,9.1377645713,9.1614287768,9.0498689404,8.9416897087,8.8250589744,8.8521037845,8.8588649848,8.8402716773,8.6577192243,8.3551554323,8.1049909583,8.0390692352,9.5383657901,9.4690634713,9.4504701637,9.5738621029,9.6380935192,9.7868399662,9.9998178295,10.1739187844,10.4697213716,10.8314456819,11.1441512788,11.1897893921,11.0613265504,11.0207593397,10.8534195896,10.6624156295,10.5119788847,10.5119788847,10.5339527924,10.6438223264,10.6066357158,10.3716839448,10.1350418714,9.9102319053,2.0486442206,1.9945546048,1.953987394,1.9877934045,1.9725806971,2.0097673077,2.1449913496,2.5726373786,2.6639136095,2.5117865624,2.4272715362,2.3410662077,2.256551186,2.2447190787,2.1754167599,2.1483719497,2.1230174419,2.097662934,2.1635846572,2.2802153915,2.314021402,2.290357192,2.314021402,2.3072601972,1.9810321997,1.9624388966,1.9337037841,1.8931365733,1.9134201787,1.8559499627,1.8982074758,1.9455358914,2.0232897128,2.1483719497,2.2835959917,2.2447190787,2.275144489,2.2582414838,2.2650026886,2.165274955,2.1838682625,2.1618943548,2.1838682625,2.3089504995,2.3207826023,2.2092227704,2.1804876624,2.0638569236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,BU03630214,Staatsliedenbuurt,7825,53.9271440144,145.1031784274,24.5675246441,24.6606664614,24.9729655026,25.4605903202,26.2221616678,27.1152273585,28.7808222405,30.9778734023,31.8764180149,31.975038754,31.3011303019,30.4792907119,29.6190986252,29.6958036477,29.3341942224,28.9835426698,28.6054964642,28.6931593596,28.7150750762,28.6548068338,28.0630823406,27.0823537691,26.2714720519,26.0577937498,30.9176051599,30.692969014,30.6327007716,31.0326627083,31.2408620595,31.7230079552,32.413353202,32.9776830567,33.9364958972,35.1089870397,36.1225892007,36.270520324,35.8541215926,35.722627264,35.1802131404,34.5610939797,34.0734691622,34.0734691622,34.1446952629,34.5008257518,34.3802892815,33.618717934,32.85166765,32.1229698918,6.6404638405,6.4651380642,6.3336437356,6.4432223476,6.3939119635,6.5144484338,6.9527628818,8.3389323119,8.634794573,8.1416908191,7.8677442891,7.5883188227,7.3143723072,7.2760197814,7.0513836355,6.9637207401,6.8815367811,6.7993528221,7.0130311242,7.3910773298,7.5006559418,7.4239509047,7.5006559418,7.4787402107,6.4213066165,6.3610383886,6.2678965568,6.1364022282,6.2021493925,6.0158657579,6.1528390229,6.3062490826,6.5582798815,6.9637207401,7.4020351881,7.2760197814,7.3746405351,7.3198512291,7.3417669602,7.0185100461,7.0787782885,7.0075521878,7.0787782885,7.4842191471,7.5225716584,7.1609622475,7.0678204302,6.6897742101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,BU03630215,Centrale Markt,1265,57.7146433479,21.918181013,3.710983164,3.7250524576,3.7722259722,3.8458828634,3.9609200309,4.0958197325,4.34741181,4.6792816256,4.8150089314,4.8299058291,4.7281103509,4.6039695216,4.4740354563,4.4856219328,4.4309999671,4.3780332142,4.3209284336,4.3341701229,4.3374805441,4.3283768825,4.2389954871,4.0908540985,3.968368482,3.9360918651,4.6701779639,4.6362461386,4.6271424769,4.6875576809,4.7190066892,4.7918359761,4.8961142714,4.9813576412,5.1261886065,5.3032961887,5.4564032114,5.4787485602,5.4158505392,5.3959880074,5.314055061,5.2205356358,5.1468787447,5.1468787447,5.157637617,5.2114319764,5.1932246552,5.0781874876,4.9623227136,4.8522511801,1.0030578933,0.9765745168,0.956711985,0.9732640956,0.9658156445,0.9840229657,1.050231408,1.2596156049,1.3043063047,1.2298218072,1.1884415308,1.146233648,1.1048533737,1.0990601333,1.0651283079,1.0518866186,1.0394725357,1.0270584528,1.0593350697,1.1164398503,1.1329919608,1.1214054821,1.1329919608,1.1296815374,0.9699536722,0.9608500127,0.946780717,0.9269181851,0.936849451,0.908710864,0.9294010022,0.9525739574,0.9906438104,1.0518866186,1.1180950609,1.0990601333,1.1139570332,1.105680978,1.1089914014,1.0601626739,1.0692663356,1.0585074633,1.0692663356,1.1305091438,1.1363023821,1.0816804185,1.067611125,1.0105063422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,BU03630216,Frederik Hendrikbuurt,5060,40.013306123,126.4579333796,21.4106846481,21.4918580714,21.7640277908,22.1889945445,22.8527066684,23.6310165775,25.0825884101,26.9973262709,27.7804110798,27.866359403,27.2790458026,26.5628096922,25.8131492452,25.8799979438,25.5648540502,25.2592599815,24.9297913758,25.0061898993,25.0252895238,24.9727655374,24.457075548,23.602367128,22.8956808426,22.7094594463,26.9448022844,26.7490310885,26.696507102,27.0450753449,27.2265218161,27.64671367,28.2483519951,28.7401674601,29.5757762429,30.5976064219,31.4809642914,31.6098867887,31.2469938211,31.1323960485,30.6596802207,30.1201156817,29.6951489279,29.6951489279,29.7572227267,30.0675917079,29.9625437475,29.2988316237,28.6303445873,27.9952819129,5.7871877312,5.6343906969,5.5197929243,5.6152910723,5.5723168981,5.6773648584,6.0593574506,7.2674090133,7.5252540206,7.0955123544,6.8567669843,6.6132467017,6.3745013442,6.3410769823,6.1453057864,6.0689072629,5.9972836519,5.9256600408,6.1118814371,6.4413500428,6.5368481908,6.4699994796,6.5368481908,6.5177485537,5.5961914351,5.5436674613,5.4624940253,5.3478962527,5.405195139,5.2428482924,5.3622209775,5.4959183872,5.7155641202,6.0689072629,6.4508998551,6.3410769823,6.4270253181,6.379276244,6.3983758812,6.1166563369,6.1691803234,6.1071065246,6.1691803234,6.5225234661,6.5559478154,6.2408039344,6.1596305111,5.8301618928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,BU03630217,Da Costabuurt,2960,26.006223061,113.8189114604,19.2707626571,19.3438230846,19.5887904059,19.9712832399,20.5686596911,21.2691802853,22.5756726617,24.2990392645,25.0038575242,25.0812156173,24.5526019282,23.9079510767,23.2332165325,23.2933839407,23.0097375615,22.7346865361,22.438147149,22.506909911,22.5241005958,22.4768261955,22.0126775916,21.2433942467,20.607338749,20.4397295208,24.2517648641,24.0755603049,24.0282859046,24.3420159879,24.5053275278,24.8835226963,25.4250294047,25.8676896584,26.619782307,27.5394841839,28.3345535674,28.4505907184,28.1239676158,28.0208234841,27.5953539267,27.1097169496,26.7272241156,26.7272241156,26.7830938583,27.0624425607,26.9678937714,26.3705173202,25.7688431922,25.1972527796,5.2087788435,5.0712533308,4.9681091991,5.054062646,5.0153835881,5.1099323773,5.4537461648,6.5410572585,6.7731315719,6.386341061,6.1714574438,5.9522761498,5.737392544,5.7073088285,5.5311042693,5.4623415072,5.3978764221,5.3334113369,5.5010205651,5.7975599523,5.8835133991,5.8233459795,5.8835133991,5.8663227029,5.0368719498,4.9895975608,4.9165371219,4.8133929902,4.8649650561,4.7188442009,4.8262860095,4.9466208374,5.1443137584,5.4623415072,5.8061552947,5.7073088285,5.784666933,5.7416902095,5.7588809057,5.5053182306,5.552592631,5.4967228882,5.552592631,5.8706203798,5.9007040839,5.6170577161,5.5439972886,5.2474578901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,BU03630218,Kinkerbuurt,3625,26.9991170765,134.2636497975,22.7322761703,22.8184600877,23.1074296993,23.5586278636,24.2633081457,25.0896598523,26.6308311097,28.6637576863,29.4951790273,29.586432579,28.9628665799,28.2024202266,27.4064863928,27.4774613804,27.1428649796,26.8184078742,26.468602557,26.5497168401,26.5699954041,26.5142293328,25.9667079691,25.0592419928,24.3089349349,24.111218875,28.607991615,28.4001362865,28.3443702152,28.7144541099,28.9071005087,29.3532290386,29.9920039674,30.5141771328,31.4013645316,32.4862679904,33.4241518262,33.5610321671,33.1757393427,33.0540679315,32.5521733437,31.9793037548,31.5281055905,31.5281055905,31.5940109438,31.9235376969,31.8120055678,31.1073252857,30.3975753559,29.7233129333,6.1444064923,5.9821779396,5.8605065284,5.9618993755,5.9162725862,6.0278047154,6.4333761039,7.7159956091,7.9897563044,7.5334884924,7.2800063746,7.0214546091,6.7679725047,6.7324849975,6.5246296689,6.4435153859,6.3674707505,6.2914261152,6.4891421751,6.8389474923,6.9403403394,6.8693653384,6.9403403394,6.920061762,5.941620798,5.8858547402,5.7996708094,5.6779993982,5.7388351038,5.5664672691,5.693208328,5.8351583166,6.0683618569,6.4435153859,6.8490867743,6.7324849975,6.8237385626,6.773042139,6.7933207165,6.4942118094,6.5499778807,6.4840725274,6.5499778807,6.9251314097,6.9606189035,6.6260225161,6.5398385987,6.1900332681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,BU03630219,Van Lennepbuurt,4515,28.3433843376,159.2964321487,26.9705947515,27.0728472269,27.4156937695,27.9510155626,28.7870799398,29.7675007668,31.5960156552,34.0079711693,34.9944068385,35.102674156,34.3628474121,33.4606196601,32.5162879654,32.6004958826,32.2035156653,31.8185651642,31.4035404046,31.4997780379,31.5238374382,31.4576740634,30.8080700947,29.7314116504,28.8412136145,28.6066343894,33.9418077945,33.6951988852,33.6290355103,34.0681196861,34.2966840372,34.8259909883,35.5838622904,36.2033920166,37.2559910447,38.5431692978,39.6559168586,39.8183178508,39.3611891168,39.2168326828,38.6213623729,37.9416841298,37.4063623367,37.4063623367,37.4845554117,37.8755207709,37.7431940371,36.90712966,36.0650504248,35.2650751641,7.2900001852,7.0975249346,6.9531685007,7.0734655343,7.0193318596,7.1516585934,7.6328467278,9.1546041901,9.4794061903,8.9380695391,8.6373269551,8.3305695131,8.029826945,7.9877229705,7.7411140612,7.6448764279,7.5546536527,7.4644308775,7.6990101026,8.1140348622,8.2343318958,8.1501239627,8.2343318958,8.2102724795,7.049406118,6.9832427591,6.8809902678,6.7366338338,6.8088120508,6.6043071,6.754678392,6.9230942423,7.19977741,7.6448764279,8.1260645623,7.9877229705,8.0959903039,8.0358417871,8.0599012034,7.7050249447,7.7711883196,7.6929952446,7.7711883196,8.2162873375,8.2583912961,7.8614110948,7.7591586194,7.3441338439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,BU03630220,Helmersbuurt,4550,34.9284588398,130.2662685711,22.0554766484,22.1390946443,22.4194608722,22.857225683,23.5409257836,24.3426748313,25.8379613755,27.8103623926,28.6170301382,28.7055668322,28.1005660295,27.3627601598,26.5905233652,26.6593852412,26.3347506533,26.0199534875,25.6805627926,25.7592620906,25.7789369086,25.7248311396,25.1936109239,24.3131625913,23.5851941436,23.3933646097,27.7562566236,27.5545896937,27.5004839247,27.8595494506,28.0464602605,28.4793063733,29.099063296,29.6056899957,30.4664634973,31.5190665328,32.4290271054,32.5618321593,32.1880105135,32.0699615795,31.5830097108,31.027195953,30.5894311423,30.5894311423,30.6533743202,30.9730901971,30.8648786721,30.1811785715,29.4925597598,28.8383718991,5.9614713851,5.8040728022,5.6860238683,5.7843979842,5.7401296242,5.8483411492,6.241837613,7.4862701694,7.7518802903,7.3091967685,7.0632614786,6.8124074777,6.5664722008,6.5320412498,6.33037432,6.251675022,6.177894435,6.104113848,6.295943382,6.6353340768,6.7337081928,6.6648463038,6.7337081928,6.7140333618,5.7647231532,5.7106173973,5.6269993883,5.5089504543,5.5679749213,5.4007389294,5.5237065743,5.6614303393,5.8876907982,6.251675022,6.6451714858,6.5320412498,6.6205779568,6.5713908988,6.5910657298,6.30086208,6.3549678489,6.291024671,6.3549678489,6.7189520728,6.7533830107,6.4287484359,6.34513044,6.0057397321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,BU03630221,Overtoomse Sluis,4790,31.5759741196,151.6976161007,25.6840336813,25.7814084721,26.1079004249,26.6176861041,27.4138682358,28.3475206738,30.0888110834,32.3857106228,33.3250909807,33.4281936914,32.7236584306,31.8644690733,30.9651842309,31.0453752315,30.6673319082,30.3007444551,29.9055173569,29.9971642277,30.0200759378,29.9570687122,29.3384523871,28.3131530935,27.4654196064,27.2420303644,32.3227033972,32.0878583153,32.0248510897,32.4429899133,32.660651205,33.1647089643,33.8864280153,34.4764047104,35.4787922787,36.7045690891,37.7642359631,37.9188900444,37.4835674306,37.3460971395,36.7790321698,36.1317761842,35.621990505,35.621990505,35.6964535856,36.0687689738,35.9427545378,35.1465724061,34.3446623392,33.5828477879,6.9422499585,6.7589562319,6.6214859408,6.7360445218,6.6844931513,6.8105075873,7.2687419112,8.7179079484,9.0272161261,8.5117025117,8.2253060593,7.9331816717,7.6467852345,7.606689719,7.3718446371,7.2801977663,7.1942788305,7.1083598948,7.3317491368,7.7269762351,7.8415348161,7.7613438003,7.8415348161,7.8186230908,6.7131327965,6.6501255861,6.5527507801,6.415280489,6.4840156346,6.289266053,6.4324642792,6.5928462956,6.8563310227,7.2801977663,7.7384320902,7.606689719,7.7097924449,7.6525131544,7.6754248797,7.3374770567,7.4004842824,7.3260212017,7.4004842824,7.8243510259,7.8644465262,7.4864032181,7.3890284273,6.9938013138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,BU03630222,Vondelbuurt,1055,22.5858534809,46.7106545649,7.9086148877,7.9385984849,8.0391317247,8.1961046778,8.4412646841,8.7287544788,9.2649317564,9.9721919212,10.2614454542,10.2931927896,10.0762526422,9.8116914823,9.5347841405,9.5594765135,9.4430696013,9.3301901749,9.2084920432,9.2367119022,9.2437668646,9.224365711,9.0338816795,8.7181720306,8.4571383565,8.3883524521,9.9527907676,9.8804773867,9.8610762331,9.9898293318,10.0568514886,10.2120607034,10.4342920749,10.6159574057,10.9246120876,11.3020526739,11.6283447711,11.675965779,11.5419214561,11.4995916724,11.3249813087,11.1256785673,10.9687056142,10.9687056142,10.991634249,11.1062774183,11.0674751158,10.8223151095,10.5753913602,10.3408138021,2.1376541573,2.0812144441,2.0388846604,2.0741594817,2.0582858093,2.0970881119,2.2381873972,2.6844138832,2.7796559036,2.6209192076,2.5327321543,2.442781358,2.3545943094,2.3422481182,2.2699347373,2.2417148784,2.2152587624,2.1888026464,2.2575885508,2.3792866825,2.4145615038,2.389869126,2.4145615038,2.4075065367,2.0671045147,2.0477033657,2.0177197639,1.9753899802,1.996554872,1.9365876776,1.9806812043,2.0300659551,2.1111980413,2.2417148784,2.3828141637,2.3422481182,2.3739954583,2.3563580477,2.3634130147,2.259352289,2.2787534426,2.2558248078,2.2787534426,2.4092702796,2.4216164662,2.3052095586,2.2752259614,2.153527825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,BU03630236,Sloterdijk,64,51.2567393837,1.2486162946,0.2114041327,0.2122056203,0.2148929609,0.219088984,0.2256423236,0.233327175,0.2476596585,0.2665653359,0.2742973337,0.2751459675,0.2693469692,0.26227502,0.2548730467,0.2555330953,0.2524214376,0.2494040726,0.2461509761,0.2469053174,0.2470939026,0.246575293,0.2414834897,0.233044297,0.2260666406,0.2242279337,0.2660467263,0.2641137269,0.2635951173,0.2670367992,0.2688283596,0.2729772364,0.2789176737,0.2837737455,0.2920243527,0.3021136668,0.3108357375,0.3121086883,0.3085255674,0.3073940555,0.3027265691,0.2973990341,0.2932030109,0.2932030109,0.2938159132,0.2968804245,0.2958432053,0.2892898658,0.2826893799,0.2764189184,0.057141349,0.0556326665,0.0545011547,0.0554440812,0.0550197642,0.0560569834,0.0598286896,0.0717567105,0.0743026123,0.0700594428,0.0677021264,0.0652976636,0.0629403473,0.0626103229,0.0606773236,0.0599229823,0.0592157873,0.0585085924,0.0603472993,0.0636003959,0.0645433224,0.0638832738,0.0645433224,0.064354737,0.0552554959,0.0547368863,0.0539353986,0.0528038868,0.0533696427,0.0517666676,0.0529453258,0.054265423,0.0564341541,0.0599229823,0.0636946885,0.0626103229,0.0634589569,0.0629874936,0.063176079,0.0603944455,0.0609130552,0.0603001529,0.0609130552,0.0644018834,0.0647319077,0.0616202501,0.0608187626,0.0575656659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,BU03630237,Landlust,10095,107.2681591232,94.1099398229,15.9338223388,15.9942315656,16.1967801541,16.5130402301,17.0069745083,17.586192409,18.6664515448,20.0913986401,20.6741700193,20.7381327245,20.3010541948,19.7680315885,19.2101346051,19.259883378,19.0253534274,18.7979304524,18.5527400573,18.6095958057,18.6238097381,18.5847214099,18.2009451409,17.564871501,17.0389558703,16.900369987,20.0523103119,19.9066174718,19.8675291436,20.1269334805,20.2619658666,20.5746724642,21.0224114479,21.3884203062,22.0102800042,22.7707255855,23.4281201333,23.5240642006,23.2539994096,23.1687157963,22.8169208799,22.4153771812,22.0991171052,22.0991171052,22.1453123997,22.3762888624,22.2981122154,21.8041779372,21.3066901713,20.8340768012,4.3068226293,4.1931111418,4.1078275285,4.1788972094,4.1469158473,4.2250924944,4.5093712178,5.408402673,5.6002908169,5.2804772531,5.102803051,4.9215753611,4.7439011683,4.7190267725,4.5733339324,4.516478184,4.4631759234,4.4098736627,4.548459546,4.7936499412,4.864719622,4.8149708398,4.864719622,4.8505056802,4.1646832676,4.1255949487,4.0651857125,3.9799020992,4.0225439059,3.9017254522,3.9905625532,4.0900601083,4.2535203686,4.516478184,4.8007569074,4.7190267725,4.7829894872,4.7474546467,4.7616685886,4.5520130244,4.5911013526,4.5449060582,4.5911013526,4.854059168,4.8789335544,4.6444036133,4.5839943864,4.3388039819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
